segment_name,segment_start_sec,segment_end_sec,frame_idx,processed_idx,bag_abs_time,bag_rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,baseline_mode,corner,fail_count,center_jump,lane_width_jump,recovery_used,recovery_success,recovery_left_found,recovery_right_found,recovery_window_px,recovery_reason,suspicious_reasons
lap2_problem_section_v1,105.000000,112.500000,3251,118,1780899119.436339140,108.960791588,30.045881,12.294753,18,101,530,10,1,9,-1.565217391,0.550561798,22,577,555,229,-91,BOTH,NONE,LEFT,0,0,1,1,1,1,1,90,success,v1_recovery_used;v1_recovery_success
lap2_problem_section_v1,105.000000,112.500000,3252,119,1780899119.468293905,108.992746353,30.226619,12.450173,17,102,0,0,0,0,,,,,,229,-91,NONE,NONE,STRAIGHT,1,0,,0,0,0,0,90,below_fail_threshold,mode_NONE;hough_0
lap2_problem_section_v1,105.000000,112.500000,3253,120,1780899119.504354715,109.028807163,30.470597,12.599864,16,100,0,0,0,0,,,,,,229,-91,NONE,NONE,STRAIGHT,2,0,,0,0,0,0,90,below_fail_threshold,mode_NONE;hough_0
lap2_problem_section_v1,105.000000,112.500000,3254,121,1780899119.536018610,109.060471058,30.462599,12.651836,17,104,549,8,1,7,-1.454545455,0.468085106,18,578,560,228,-92,BOTH,NONE,LEFT,0,1,5,1,1,1,1,90,success,v1_recovery_used;v1_recovery_success
lap2_problem_section_v1,105.000000,112.500000,3255,122,1780899119.573276281,109.097728729,30.483239,12.636994,16,106,8,0,0,0,,,,,,228,-92,NONE,NONE,STRAIGHT,1,0,,0,0,0,0,90,below_fail_threshold,mode_NONE;hough_0
lap2_problem_section_v1,105.000000,112.500000,3256,123,1780899119.604254723,109.128707170,30.570000,12.743343,16,110,0,0,0,0,,,,,,228,-92,NONE,NONE,STRAIGHT,2,0,,0,0,0,0,90,below_fail_threshold,mode_NONE;hough_0
lap2_problem_section_v1,105.000000,112.500000,3257,124,1780899119.636390448,109.160842896,30.857273,12.960098,16,117,460,8,0,8,,0.471428571,,578,,301,-19,RIGHT,NONE,STRAIGHT,0,73,,1,1,0,1,90,success,v1_recovery_used;v1_recovery_success
lap2_problem_section_v1,105.000000,112.500000,3258,125,1780899119.672055721,109.196508169,31.311563,13.519134,17,119,36,1,1,0,-0.147058824,,-339,,,0,-320,LEFT,LEFT,STRAIGHT,0,301,,0,0,0,0,90,,center_jump
lap2_problem_section_v1,105.000000,112.500000,3259,126,1780899119.704487562,109.228940010,31.575412,13.818608,16,121,47,1,1,0,-0.130434783,,-375,,,0,-320,LEFT,LEFT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3260,127,1780899119.736455441,109.260907888,31.835327,14.208237,18,126,56,1,1,0,-0.148148148,,-317,,,0,-320,LEFT,LEFT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3261,128,1780899119.772678852,109.297131300,32.090398,14.256877,16,130,56,1,1,0,-0.156862745,,-297,,,0,-320,LEFT,LEFT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3262,129,1780899119.803780317,109.328232765,32.261009,14.556182,16,131,4,0,0,0,,,,,,0,-320,NONE,NONE,STRAIGHT,1,0,,0,0,0,0,90,below_fail_threshold,mode_NONE;hough_0
lap2_problem_section_v1,105.000000,112.500000,3263,130,1780899119.839618683,109.364071131,32.479801,14.695199,17,132,55,1,1,0,-0.140000000,,-321,,,0,-320,LEFT,LEFT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3264,131,1780899119.871775150,109.396227598,32.721960,14.810867,17,137,6,0,0,0,,,,,,0,-320,NONE,NONE,STRAIGHT,1,0,,0,0,0,0,90,below_fail_threshold,mode_NONE;hough_0
lap2_problem_section_v1,105.000000,112.500000,3265,132,1780899119.904922724,109.429375172,33.073778,15.291963,16,136,56,1,1,0,-0.127659574,,-329,,,0,-320,LEFT,LEFT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3266,133,1780899119.938918591,109.463371038,33.370511,15.580576,16,145,74,1,1,0,-0.111111111,,-369,,,0,-320,LEFT,LEFT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3267,134,1780899119.972415686,109.496868134,33.604616,15.843171,17,146,300,5,1,4,-0.116279070,0.347826087,-344,597,941,126,-194,BOTH,BOTH,STRAIGHT,0,126,381,0,0,0,0,90,,center_jump;lane_width_jump
lap2_problem_section_v1,105.000000,112.500000,3268,135,1780899120.011414051,109.535866499,33.981491,16.055489,16,145,332,4,1,3,-0.142857143,0.384615385,-266,580,846,157,-163,BOTH,BOTH,STRAIGHT,0,31,95,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3269,136,1780899120.041455984,109.565908432,34.369119,16.200787,17,145,82,1,1,0,-0.150000000,,-246,,,115,-205,LEFT,LEFT,STRAIGHT,0,42,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3270,137,1780899120.073596001,109.598048449,34.383920,16.537012,16,149,340,3,0,3,,0.387096774,,576,,214,-106,RIGHT,RIGHT,STRAIGHT,0,99,,0,0,0,0,90,,center_jump
lap2_problem_section_v1,105.000000,112.500000,3271,138,1780899120.110347033,109.634799480,34.948196,16.952931,16,164,335,3,1,2,-0.111111111,0.385245902,-306,573,879,133,-187,BOTH,BOTH,STRAIGHT,0,81,33,0,0,0,0,90,,center_jump
lap2_problem_section_v1,105.000000,112.500000,3272,139,1780899120.138765335,109.663217783,35.518437,17.342080,16,169,349,3,0,3,,0.387096774,,575,,190,-130,RIGHT,RIGHT,STRAIGHT,0,57,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3273,140,1780899120.171411276,109.695863724,35.810341,17.729941,16,176,331,4,0,4,,0.368421053,,577,,192,-128,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3274,141,1780899120.206791162,109.731243610,36.211818,18.190792,16,206,350,3,0,3,,0.392857143,,569,,184,-136,RIGHT,RIGHT,STRAIGHT,0,8,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3275,142,1780899120.238450050,109.762902498,36.844403,18.547640,16,229,321,2,0,2,,0.383928571,,570,,185,-135,RIGHT,RIGHT,STRAIGHT,0,1,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3276,143,1780899120.276417017,109.800869465,37.182415,19.031747,16,219,342,2,0,2,,0.383838384,,567,,182,-138,RIGHT,RIGHT,STRAIGHT,0,3,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3277,144,1780899120.306808710,109.831261158,37.689134,19.243228,16,234,333,4,0,4,,0.349206349,,574,,189,-131,RIGHT,RIGHT,STRAIGHT,0,7,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3278,145,1780899120.338551760,109.863004208,38.105128,19.485973,16,232,340,2,0,2,,0.382978723,,562,,177,-143,RIGHT,RIGHT,STRAIGHT,0,12,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3279,146,1780899120.374691010,109.899143457,38.482173,19.782770,17,219,350,3,0,3,,0.346153846,,573,,188,-132,RIGHT,RIGHT,STRAIGHT,0,11,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3280,147,1780899120.406796455,109.931248903,39.411463,20.588728,16,234,341,4,0,4,,0.342105263,,571,,186,-134,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3281,148,1780899120.438595772,109.963048220,40.091534,21.351309,17,235,357,5,0,4,,0.392857143,,555,,170,-150,RIGHT,RIGHT,STRAIGHT,0,16,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3282,149,1780899120.474482298,109.998934746,40.647528,21.436758,17,235,355,3,0,3,,0.375000000,,556,,171,-149,RIGHT,RIGHT,STRAIGHT,0,1,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3283,150,1780899120.506863832,110.031316280,41.337017,21.874628,16,235,368,4,1,3,-2.846153846,0.360655738,3,558,555,210,-110,BOTH,BOTH,LEFT,0,39,324,0,0,0,0,90,,lane_width_jump
lap2_problem_section_v1,105.000000,112.500000,3284,151,1780899120.542409182,110.066861629,41.839347,22.045333,16,235,361,5,1,3,-2.571428571,0.364705882,0,557,557,208,-112,BOTH,BOTH,LEFT,0,2,2,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3285,152,1780899120.574558496,110.099010944,42.302358,22.439427,16,235,352,5,1,4,-2.500000000,0.370370370,0,551,551,205,-115,BOTH,BOTH,LEFT,0,3,6,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3286,153,1780899120.607797146,110.132249594,42.894631,22.743464,16,235,353,4,1,2,-2.615384615,0.425196850,-1,544,545,201,-119,BOTH,BOTH,LEFT,0,4,6,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3287,154,1780899120.642514229,110.166966677,43.415980,22.962749,18,235,348,4,0,3,,0.410256410,,541,,239,-81,RIGHT,RIGHT,STRAIGHT,0,38,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3288,155,1780899120.674479008,110.198931456,44.269673,23.194143,17,235,346,3,0,2,,0.439393939,,537,,235,-85,RIGHT,RIGHT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3289,156,1780899120.706709385,110.231161833,45.002543,23.384778,17,235,337,2,0,2,,0.382113821,,537,,235,-85,RIGHT,RIGHT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3290,157,1780899120.744019270,110.268471718,45.791705,23.589646,16,235,330,3,0,2,,0.396825397,,531,,229,-91,RIGHT,RIGHT,STRAIGHT,0,6,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3291,158,1780899120.774434805,110.298887253,46.792557,23.803586,16,235,334,4,0,3,,0.404761905,,527,,225,-95,RIGHT,RIGHT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3292,159,1780899120.810524702,110.334977150,47.641960,23.927093,16,235,341,4,0,3,,0.404761905,,525,,223,-97,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3293,160,1780899120.842514515,110.366966963,48.486193,24.129748,16,235,353,4,0,2,,0.431034483,,523,,221,-99,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3294,161,1780899120.874581814,110.399034262,49.712230,24.301025,16,235,368,5,0,3,,0.403314917,,516,,214,-106,RIGHT,RIGHT,STRAIGHT,0,7,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3295,162,1780899120.910711050,110.435163498,50.879389,24.549011,16,235,380,5,0,3,,0.405172414,,516,,214,-106,RIGHT,RIGHT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3296,163,1780899120.942700624,110.467153072,52.081236,24.897439,16,235,405,4,0,2,,0.403846154,,511,,209,-111,RIGHT,RIGHT,STRAIGHT,0,5,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3297,164,1780899120.978419542,110.502871990,53.658509,25.355704,16,235,401,3,0,1,,0.423280423,,506,,204,-116,RIGHT,RIGHT,STRAIGHT,0,5,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3298,165,1780899121.010428190,110.534880638,55.159020,25.852835,16,235,406,5,0,2,,0.424581006,,503,,201,-119,RIGHT,RIGHT,STRAIGHT,0,3,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3299,166,1780899121.042319775,110.566772223,56.366676,26.431641,16,235,419,3,0,1,,0.423728814,,499,,197,-123,RIGHT,RIGHT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3300,167,1780899121.078356981,110.602809429,57.504318,27.048867,16,235,543,6,0,4,,0.381578947,,527,,225,-95,RIGHT,RIGHT,STRAIGHT,0,28,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3301,168,1780899121.110630751,110.635083199,59.178196,27.671396,16,235,448,3,0,1,,0.423913043,,492,,190,-130,RIGHT,RIGHT,STRAIGHT,0,35,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3302,169,1780899121.143193007,110.667645454,60.646349,28.183098,16,235,538,7,0,3,,0.352112676,,529,,227,-93,RIGHT,RIGHT,STRAIGHT,0,37,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3303,170,1780899121.178356647,110.702809095,62.421435,28.886697,16,232,617,6,0,4,,0.355932203,,523,,221,-99,RIGHT,RIGHT,STRAIGHT,0,6,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3304,171,1780899121.210243940,110.734696388,64.809276,29.824709,16,235,641,6,0,3,,0.400000000,,514,,212,-108,RIGHT,RIGHT,STRAIGHT,0,9,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3305,172,1780899121.248392582,110.772845030,66.571591,30.472888,16,235,692,9,0,5,,0.380952381,,513,,211,-109,RIGHT,RIGHT,STRAIGHT,0,1,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3306,173,1780899121.278332710,110.802785158,68.888253,31.213844,16,235,746,8,0,6,,0.422222222,,473,,171,-149,RIGHT,RIGHT,STRAIGHT,0,40,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3307,174,1780899121.311014652,110.835467100,71.245753,31.778172,16,235,779,8,0,6,,0.457446809,,475,,173,-147,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3308,175,1780899121.349254608,110.873707056,73.776165,32.378867,16,235,801,7,0,5,,0.437500000,,468,,166,-154,RIGHT,RIGHT,STRAIGHT,0,7,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3309,176,1780899121.378895044,110.903347492,76.182955,32.936329,16,236,846,9,0,5,,0.430769231,,465,,163,-157,RIGHT,RIGHT,STRAIGHT,0,3,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3310,177,1780899121.410580397,110.935032845,78.799886,33.463385,16,235,838,9,0,6,,0.405405405,,495,,193,-127,RIGHT,RIGHT,STRAIGHT,0,30,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3311,178,1780899121.447457314,110.971909761,81.918494,34.045910,16,235,859,10,0,6,,0.401960784,,493,,191,-129,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3312,179,1780899121.478409052,111.002861500,84.832699,34.529385,16,235,894,10,0,7,,0.403973510,,489,,187,-133,RIGHT,RIGHT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3313,180,1780899121.516321898,111.040774345,87.753310,35.213367,16,235,938,9,0,5,,0.406593407,,485,,183,-137,RIGHT,RIGHT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3314,181,1780899121.547929287,111.072381735,90.402315,35.989588,16,235,989,8,0,5,,0.415841584,,483,,181,-139,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3315,182,1780899121.579111814,111.103564262,93.274332,36.804858,16,235,994,9,0,5,,0.450000000,,447,,145,-175,RIGHT,RIGHT,STRAIGHT,0,36,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3316,183,1780899121.616241932,111.140694380,95.989403,37.676942,16,236,1055,10,0,4,,0.175000000,,872,,570,250,RIGHT,RIGHT,STRAIGHT,0,425,,0,0,0,0,90,,center_jump
lap2_problem_section_v1,105.000000,112.500000,3317,184,1780899121.648218870,111.172671318,99.358239,39.017776,16,235,968,10,0,5,,0.468085106,,443,,141,-179,RIGHT,RIGHT,STRAIGHT,0,429,,0,0,0,0,90,,center_jump
lap2_problem_section_v1,105.000000,112.500000,3318,185,1780899121.680681467,111.205133915,102.443963,40.159461,16,235,948,11,0,6,,0.427480916,,473,,171,-149,RIGHT,RIGHT,STRAIGHT,0,30,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3319,186,1780899121.716430187,111.240882635,104.956094,41.245165,16,236,943,11,0,8,,0.475000000,,440,,138,-182,RIGHT,RIGHT,STRAIGHT,0,33,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3320,187,1780899121.748135567,111.272588015,107.774503,42.302479,16,236,907,9,0,4,,0.442307692,,471,,169,-151,RIGHT,RIGHT,STRAIGHT,0,31,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3321,188,1780899121.782451391,111.306903839,110.162997,43.410475,16,235,874,8,0,4,,0.442953020,,470,,168,-152,RIGHT,RIGHT,STRAIGHT,0,1,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3322,189,1780899121.815783978,111.340236425,112.607131,44.259772,16,236,867,8,0,4,,0.490566038,,435,,133,-187,RIGHT,RIGHT,STRAIGHT,0,35,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3323,190,1780899121.846743822,111.371196270,115.102642,45.231123,16,236,809,6,0,2,,0.445205479,,466,,164,-156,RIGHT,RIGHT,STRAIGHT,0,31,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3324,191,1780899121.885480404,111.409932852,117.526051,46.111208,16,236,763,5,0,3,,0.447368421,,466,,164,-156,RIGHT,RIGHT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3325,192,1780899121.914848328,111.439300776,120.269048,46.955315,16,236,737,4,0,2,,0.482142857,,428,,126,-194,RIGHT,RIGHT,STRAIGHT,0,38,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3326,193,1780899121.950803041,111.475255489,124.187884,47.651614,16,236,666,4,0,2,,0.487179487,,425,,123,-197,RIGHT,RIGHT,STRAIGHT,0,3,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3327,194,1780899121.982702255,111.507154703,128.578097,48.340328,16,236,674,5,0,3,,0.492063492,,420,,118,-202,RIGHT,RIGHT,STRAIGHT,0,5,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3328,195,1780899122.014775991,111.539228439,132.177656,49.023841,16,236,594,5,0,3,,0.487179487,,416,,114,-206,RIGHT,RIGHT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3329,196,1780899122.050799608,111.575252056,135.441264,49.627921,16,236,558,6,0,3,,0.500000000,,416,,114,-206,RIGHT,RIGHT,STRAIGHT,0,0,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3330,197,1780899122.084431171,111.608883619,138.188011,50.295381,16,236,495,3,0,1,,0.486842105,,453,,151,-169,RIGHT,RIGHT,STRAIGHT,0,37,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3331,198,1780899122.116079807,111.640532255,140.996577,51.022447,16,236,469,3,0,1,,0.508196721,,454,,152,-168,RIGHT,RIGHT,STRAIGHT,0,1,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3332,199,1780899122.151031494,111.675483942,143.309460,51.950531,16,236,447,3,0,1,,0.509803922,,456,,154,-166,RIGHT,RIGHT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3333,200,1780899122.182764530,111.707216978,145.452940,52.968919,29,236,428,4,0,2,,0.513513514,,412,,110,-210,RIGHT,RIGHT,STRAIGHT,0,44,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3334,201,1780899122.218419313,111.742871761,147.790241,53.835784,38,236,411,2,0,0,,,,,,110,-210,NONE,NONE,STRAIGHT,1,0,,0,0,0,0,90,below_fail_threshold,mode_NONE
lap2_problem_section_v1,105.000000,112.500000,3335,202,1780899122.250550508,111.775002956,149.886364,54.685024,37,236,396,4,1,0,-0.179487179,,-267,,,34,-286,LEFT,LEFT,STRAIGHT,0,76,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3336,203,1780899122.282930136,111.807382584,151.476847,55.356713,45,236,393,4,1,0,-0.170212766,,-276,,,25,-295,LEFT,LEFT,STRAIGHT,0,9,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3337,204,1780899122.319237471,111.843689919,152.607997,55.884363,38,236,405,5,2,1,-0.169811321,0.537634409,-270,413,683,71,-249,BOTH,BOTH,STRAIGHT,0,46,138,0,0,0,0,90,,lane_width_jump
lap2_problem_section_v1,105.000000,112.500000,3338,205,1780899122.351224422,111.875676870,153.165142,56.137670,43,236,413,4,2,0,-0.169491525,,-264,,,49,-271,LEFT,LEFT,STRAIGHT,0,22,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3339,206,1780899122.382767439,111.907219887,153.812571,56.305217,43,236,429,5,2,0,-0.161764706,,-272,,,41,-279,LEFT,LEFT,STRAIGHT,0,8,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3340,207,1780899122.418711662,111.943164110,154.306733,56.444381,48,236,458,5,2,0,-0.171052632,,-245,,,68,-252,LEFT,LEFT,STRAIGHT,0,27,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3341,208,1780899122.451224327,111.975676775,154.779901,56.481076,41,236,477,6,2,1,-0.170454545,0.550000000,-234,417,651,91,-229,BOTH,BOTH,STRAIGHT,0,23,32,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3342,209,1780899122.486414671,112.010867119,155.052486,56.399329,43,236,496,5,2,0,-0.173913043,,-224,,,93,-227,LEFT,LEFT,STRAIGHT,0,2,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3343,210,1780899122.518514633,112.042967081,155.232670,56.306826,49,236,516,6,3,1,-0.158415842,0.565217391,-242,421,663,89,-231,BOTH,BOTH,STRAIGHT,0,4,12,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3344,211,1780899122.550637484,112.075089931,155.473381,56.301820,49,236,536,5,2,0,-0.156521739,,-236,,,85,-235,LEFT,LEFT,STRAIGHT,0,4,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3345,212,1780899122.586513281,112.110965729,156.054872,56.240241,50,236,563,5,2,1,-0.158333333,0.568965517,-220,423,643,101,-219,BOTH,BOTH,STRAIGHT,0,16,20,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3346,213,1780899122.618602514,112.143054962,156.631435,55.970856,58,236,585,5,3,0,-0.158878505,,-207,,,114,-206,LEFT,LEFT,STRAIGHT,0,13,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3347,214,1780899122.652035713,112.176488161,157.122528,55.629969,49,236,609,7,3,1,-0.154471545,0.591836735,-208,427,635,109,-211,BOTH,BOTH,STRAIGHT,0,5,8,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3348,215,1780899122.687042713,112.211495161,157.541605,55.348402,59,236,628,6,2,1,-0.144736842,0.576923077,-221,425,646,102,-218,BOTH,BOTH,STRAIGHT,0,7,11,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3349,216,1780899122.718853235,112.243305683,157.727642,55.186035,59,236,655,8,4,1,-0.152777778,0.584615385,-189,428,617,119,-201,BOTH,BOTH,STRAIGHT,0,17,29,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3350,217,1780899122.754508495,112.278960943,158.484830,55.173906,63,236,710,7,2,1,-0.139393939,0.596330275,-199,429,628,115,-205,BOTH,BOTH,STRAIGHT,0,4,11,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3351,218,1780899122.788439035,112.312891483,159.212259,55.099897,54,236,822,11,5,1,-0.151724138,0.589285714,-155,430,585,137,-183,BOTH,BOTH,STRAIGHT,0,22,43,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3352,219,1780899122.819204330,112.343656778,159.529574,54.972872,58,236,899,11,5,2,-0.150000000,0.578947368,-145,432,577,143,-177,BOTH,BOTH,STRAIGHT,0,6,8,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3353,220,1780899122.856669426,112.381121874,159.639489,54.884821,59,236,965,12,6,0,-0.142857143,,-179,,,123,-197,LEFT,LEFT,STRAIGHT,0,20,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3354,221,1780899122.886679649,112.411132097,159.680568,54.757795,64,236,1011,12,7,0,-0.130434783,,-160,,,142,-178,LEFT,LEFT,STRAIGHT,0,19,,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3355,222,1780899122.924734831,112.449187279,159.885923,54.604603,58,236,1072,13,4,1,-0.115044248,0.600000000,-203,440,643,118,-202,BOTH,BOTH,STRAIGHT,0,24,66,0,0,0,0,90,,
lap2_problem_section_v1,105.000000,112.500000,3356,223,1780899122.956925631,112.481378078,160.149347,54.509359,50,235,1161,17,5,1,-0.140845070,0.600000000,-92,443,535,175,-145,BOTH,BOTH,STRAIGHT,0,57,108,0,0,0,0,90,,lane_width_jump
