segment_name,segment_start_sec,segment_end_sec,frame_idx,processed_idx,bag_abs_time,bag_rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,baseline_mode,corner,fail_count,center_jump,lane_width_jump,recovery_used,recovery_success,recovery_left_found,recovery_right_found,recovery_window_px,recovery_reason,local_first_used,local_accept,full_fallback_used,local_reason,v3_full_recheck_used,v3_mismatch,v3_tentative_count,v3_full_recheck_accept,v3_decision,suspicious_reasons
lap1_problem_section_v3,37.440000,43.640000,1127,10,1780899048.247510672,37.771963120,87.759418,62.322412,16,236,1098,11,5,5,-0.969696970,0.707692308,211,560,349,385,65,BOTH,BOTH,STRAIGHT,0,83,163,1,1,0,0,90,v3_full_recheck:accept_full_after_tentative,1,1,1,success,1,1,2,1,accept_full_after_tentative,center_jump;lane_width_jump;v3_local_first_used;v3_local_accept;v3_prediction_mismatch;v3_full_recheck_accept
lap1_problem_section_v3,37.440000,43.640000,1128,11,1780899048.279626608,37.804079056,85.490440,61.456031,16,236,816,12,4,8,-0.960000000,0.810126582,209,558,349,383,63,BOTH,BOTH,STRAIGHT,0,2,0,1,1,1,1,90,success,1,1,0,success,0,0,2,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1129,12,1780899048.312417269,37.836869717,83.533125,60.545709,16,236,827,17,7,10,-0.947368421,0.756756757,212,558,346,385,65,BOTH,BOTH,STRAIGHT,0,2,3,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1130,13,1780899048.348576069,37.873028517,81.402443,59.554557,16,236,945,15,6,9,-0.909090909,0.755813953,215,557,342,386,66,BOTH,BOTH,STRAIGHT,0,1,4,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1131,14,1780899048.380002737,37.904455185,79.537614,58.361926,16,236,911,17,8,9,-1.000000000,0.727272727,216,557,341,386,66,BOTH,BOTH,STRAIGHT,0,0,1,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1132,15,1780899048.412485361,37.936937809,77.435739,57.183057,16,235,900,15,5,10,-0.972972973,0.731958763,219,557,338,388,68,BOTH,BOTH,STRAIGHT,0,2,3,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1133,16,1780899048.447460651,37.971913099,75.145000,56.004796,16,236,906,16,7,9,-0.965517241,0.780219780,221,557,336,389,69,BOTH,BOTH,STRAIGHT,0,1,2,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1134,17,1780899048.480207682,38.004660130,72.918750,54.766410,16,235,864,16,5,11,-1.000000000,0.753623188,223,557,334,390,70,BOTH,BOTH,STRAIGHT,0,1,2,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1135,18,1780899048.516649723,38.041102171,70.679205,53.387789,16,235,848,14,4,10,-1.000000000,0.782608696,226,557,331,391,71,BOTH,BOTH,STRAIGHT,0,1,3,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1136,19,1780899048.547446966,38.071899414,68.070284,52.101934,16,236,798,14,2,12,-1.000000000,0.732758621,229,557,328,393,73,BOTH,BOTH,STRAIGHT,0,2,3,1,1,1,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1137,20,1780899048.580132961,38.104585409,65.571648,50.833670,16,235,788,8,1,7,,0.728813559,,557,,345,25,RIGHT,BOTH,STRAIGHT,0,48,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1138,21,1780899048.616564751,38.141017199,63.112145,49.525319,16,235,728,12,1,11,,0.725663717,,557,,331,11,RIGHT,BOTH,STRAIGHT,0,14,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1139,22,1780899048.647711992,38.172164440,60.855270,48.091363,16,235,683,11,0,11,,0.754545455,,557,,321,1,RIGHT,BOTH,STRAIGHT,0,10,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1140,23,1780899048.679987431,38.204439878,58.430923,46.571860,16,236,664,11,0,11,,0.701030928,,557,,312,-8,RIGHT,BOTH,STRAIGHT,0,9,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1141,24,1780899048.715720415,38.240172863,55.946506,45.017176,16,235,683,10,0,10,,0.727272727,,557,,305,-15,RIGHT,BOTH,STRAIGHT,0,7,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1142,25,1780899048.747730732,38.272183180,53.247741,43.458711,16,236,627,11,1,10,,0.780821918,,556,,302,-18,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1143,26,1780899048.784356833,38.308809280,51.125923,41.673179,16,236,610,10,0,10,,0.724137931,,555,,299,-21,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1144,27,1780899048.816606045,38.341058493,49.206080,39.687764,16,235,581,12,0,12,,0.753424658,,557,,298,-22,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1145,28,1780899048.847639561,38.372092009,47.192017,37.308116,16,235,577,9,0,9,,0.780821918,,560,,300,-20,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1146,29,1780899048.884940624,38.409393072,45.622045,34.808634,16,235,580,12,0,12,,0.714285714,,559,,299,-21,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1147,30,1780899048.917047739,38.441500187,44.269645,32.832851,16,235,654,13,0,13,,0.764705882,,562,,302,-18,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1148,31,1780899048.957524300,38.481976748,43.101946,31.305886,16,235,640,13,0,13,,0.727272727,,559,,299,-21,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1149,32,1780899048.983292580,38.507745028,41.850298,29.729994,16,235,623,8,0,8,,0.755102041,,560,,296,-24,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1150,33,1780899049.017113924,38.541566372,40.655455,28.454945,16,205,666,13,0,13,,0.724770642,,560,,297,-23,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1151,34,1780899049.051377058,38.575829506,39.542585,27.554249,16,206,714,14,0,14,,0.675438596,,558,,296,-24,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1152,35,1780899049.085232496,38.609684944,38.684744,26.616827,16,194,690,10,0,10,,0.672566372,,558,,293,-27,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1153,36,1780899049.116716862,38.641169310,37.805369,25.681266,16,211,695,11,0,11,,0.673267327,,557,,294,-26,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1154,37,1780899049.151552439,38.676004887,36.959020,24.741359,16,197,714,9,0,9,,0.756410256,,557,,295,-25,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1155,38,1780899049.185659170,38.710111618,35.883778,23.857022,16,186,719,12,0,12,,0.673913043,,556,,295,-25,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1156,39,1780899049.221279383,38.745731831,34.975142,23.022621,16,191,657,9,0,9,,0.638297872,,558,,298,-22,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1157,40,1780899049.252894402,38.777346849,34.108224,21.953691,16,183,643,9,0,9,,0.634920635,,557,,298,-22,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1158,41,1780899049.284784794,38.809237242,33.129631,20.957539,16,184,629,10,0,10,,0.676470588,,556,,296,-24,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1159,42,1780899049.322873116,38.847325563,32.279460,19.953708,16,185,674,11,0,11,,0.701923077,,556,,296,-24,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1160,43,1780899049.353472710,38.877925158,31.734687,18.902706,16,184,620,10,0,10,,0.725000000,,557,,298,-22,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1161,44,1780899049.384252071,38.908704519,31.237543,17.604445,16,175,610,9,0,9,,0.628571429,,557,,296,-24,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1162,45,1780899049.419263363,38.943715811,30.478722,16.241209,16,174,652,8,0,8,,0.722222222,,554,,294,-26,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1163,46,1780899049.451606274,38.976058722,29.848338,14.843142,16,166,658,12,0,12,,0.700000000,,552,,292,-28,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1164,47,1780899049.488855124,39.013307571,29.348977,13.497446,16,152,682,12,0,12,,0.623376623,,555,,295,-25,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1165,48,1780899049.522134781,39.046587229,28.869105,12.055191,16,158,607,10,0,10,,0.739130435,,557,,298,-22,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1166,49,1780899049.551890373,39.076342821,28.488097,10.815270,16,134,605,9,0,9,,0.676470588,,555,,295,-25,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1167,50,1780899049.589223385,39.113675833,28.260568,9.875742,16,121,633,11,0,11,,0.629032258,,557,,297,-23,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1168,51,1780899049.620099783,39.144552231,27.967472,9.069086,16,105,622,10,0,10,,0.703703704,,556,,292,-28,RIGHT,BOTH,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1169,52,1780899049.651673079,39.176125526,27.644020,8.569281,16,91,624,10,0,10,,0.648648649,,558,,295,-25,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1170,53,1780899049.690046787,39.214499235,27.657230,8.368581,16,74,597,8,0,8,,0.647540984,,558,,296,-24,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1171,54,1780899049.719451666,39.243904114,27.507955,8.171981,16,75,622,11,0,11,,0.675000000,,560,,298,-22,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1172,55,1780899049.757228613,39.281681061,27.257244,8.057125,16,72,625,12,0,12,,0.700000000,,561,,300,-20,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1173,56,1780899049.790033340,39.314485788,27.230057,7.907934,16,74,590,13,0,13,,0.697247706,,562,,301,-19,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1174,57,1780899049.820105791,39.344558239,26.966932,7.760578,16,75,562,15,0,15,,0.660377358,,563,,302,-18,RIGHT,RIGHT,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1175,58,1780899049.855436802,39.379889250,27.061207,7.623691,16,74,540,8,0,8,,0.666666667,,563,,302,-18,RIGHT,RIGHT,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1176,59,1780899049.889664650,39.414117098,26.702869,7.476467,16,71,543,12,0,12,,0.666666667,,564,,303,-17,RIGHT,RIGHT,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1177,60,1780899049.924863815,39.449316263,26.593665,7.436476,16,72,548,8,0,8,,0.675438596,,566,,305,-15,RIGHT,RIGHT,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1178,61,1780899049.957159042,39.481611490,26.485043,7.393502,16,73,563,8,0,8,,0.649122807,,568,,307,-13,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1179,62,1780899049.989326954,39.513779402,26.597827,7.377290,16,73,562,10,0,10,,0.434782609,,562,,301,-19,RIGHT,NONE,STRAIGHT,0,6,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1180,63,1780899050.024988174,39.549440622,26.469276,7.378029,16,75,506,8,0,8,,0.650406504,,571,,310,-10,RIGHT,NONE,STRAIGHT,0,9,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1181,64,1780899050.056925297,39.581377745,26.221435,7.309028,16,72,479,9,0,9,,0.476190476,,567,,306,-14,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1182,65,1780899050.089092255,39.613544703,26.375284,7.401834,16,75,476,7,0,7,,0.650000000,,572,,311,-9,RIGHT,NONE,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1183,66,1780899050.126743317,39.651195765,26.350071,7.455586,16,76,462,7,0,7,,0.628571429,,576,,315,-5,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1184,67,1780899050.157560825,39.682013273,26.581705,7.517812,17,76,439,5,0,5,,0.669565217,,576,,315,-5,RIGHT,NONE,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1185,68,1780899050.193269253,39.717721701,26.496051,7.570426,16,76,446,6,0,6,,0.684210526,,577,,316,-4,RIGHT,NONE,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1186,69,1780899050.224613428,39.749065876,26.426790,7.585262,16,76,443,7,0,7,,0.700000000,,579,,318,-2,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1187,70,1780899050.257180691,39.781633139,26.420057,7.601837,16,75,440,8,0,8,,0.629629630,,581,,320,0,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1188,71,1780899050.292533636,39.816986084,26.401563,7.658915,16,77,434,7,0,7,,0.677419355,,582,,321,1,RIGHT,NONE,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1189,72,1780899050.323448896,39.847901344,26.565895,7.707849,17,77,432,7,0,7,,0.670329670,,583,,322,2,RIGHT,NONE,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1190,73,1780899050.355710030,39.880162477,26.730540,7.870583,17,77,418,7,0,7,,0.601941748,,588,,327,7,RIGHT,NONE,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1191,74,1780899050.392768860,39.917221308,26.745682,8.018638,17,78,405,8,0,8,,0.619047619,,588,,327,7,RIGHT,NONE,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1192,75,1780899050.424583197,39.949035645,26.595597,8.124820,16,76,395,6,0,6,,0.615384615,,590,,329,9,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1193,76,1780899050.460457087,39.984909534,26.892756,8.125011,17,78,389,6,0,6,,0.625000000,,594,,333,13,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1194,77,1780899050.492415190,40.016867638,26.682259,8.203415,16,77,387,6,0,6,,0.629629630,,597,,336,16,RIGHT,NONE,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1195,78,1780899050.524332762,40.048785210,26.794006,8.314087,16,76,368,3,0,3,,0.600000000,,599,,338,18,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1196,79,1780899050.560432911,40.084885359,27.106321,8.390133,18,79,371,7,0,7,,0.611111111,,600,,339,19,RIGHT,NONE,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1197,80,1780899050.591747761,40.116200209,27.233040,8.500387,17,79,359,5,0,5,,0.574257426,,606,,345,25,RIGHT,NONE,STRAIGHT,0,6,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1198,81,1780899050.624491930,40.148944378,27.180014,8.717987,16,79,354,8,0,8,,0.600000000,,605,,344,24,RIGHT,NONE,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1199,82,1780899050.660998583,40.185451031,27.140440,8.843392,18,79,356,5,0,5,,0.600000000,,609,,348,28,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1200,83,1780899050.691807032,40.216259480,27.464957,8.998386,17,80,342,6,0,6,,0.615384615,,613,,352,32,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1201,84,1780899050.728313446,40.252765894,27.550256,9.068901,17,79,332,7,0,7,,0.609375000,,617,,356,36,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1202,85,1780899050.760976315,40.285428762,27.542386,9.078638,17,79,317,8,0,8,,0.666666667,,620,,359,39,RIGHT,NONE,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
