segment_name,segment_start_sec,segment_end_sec,frame_idx,processed_idx,bag_abs_time,bag_rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,baseline_mode,corner,fail_count,center_jump,lane_width_jump,recovery_used,recovery_success,recovery_left_found,recovery_right_found,recovery_window_px,recovery_reason,local_first_used,local_accept,full_fallback_used,local_reason,v3_full_recheck_used,v3_mismatch,v3_tentative_count,v3_full_recheck_accept,v3_decision,suspicious_reasons
lap1_problem_section_v3,37.440000,43.640000,1203,86,1780899050.791838169,40.316290617,27.617770,9.118163,16,79,320,6,0,6,,0.580645161,,622,,361,41,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1204,87,1780899050.827850342,40.352302790,27.749830,9.161248,16,79,304,4,0,4,,0.616666667,,624,,363,43,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1205,88,1780899050.860563755,40.385016203,27.865227,9.550655,17,80,311,5,0,5,,0.562500000,,624,,363,43,RIGHT,NONE,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1206,89,1780899050.896237373,40.420689821,28.195511,9.867003,18,82,294,6,0,6,,0.558823529,,627,,366,46,RIGHT,NONE,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1207,90,1780899050.928708076,40.453160524,28.216435,10.046880,16,82,294,5,0,5,,0.541666667,,629,,368,48,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1208,91,1780899050.960532188,40.484984636,28.385739,10.214066,17,83,296,7,0,7,,0.565217391,,630,,369,49,RIGHT,NONE,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1209,92,1780899050.995535374,40.519987822,28.401463,10.351762,17,83,282,6,0,6,,0.569230769,,633,,372,52,RIGHT,NONE,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1210,93,1780899051.027933598,40.552386045,28.584602,10.564182,17,85,279,4,0,4,,0.566666667,,636,,375,55,RIGHT,NONE,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1211,94,1780899051.060536146,40.584988594,28.748210,10.755051,16,86,273,5,0,5,,0.520000000,,640,,379,59,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1212,95,1780899051.096340418,40.620792866,29.172457,11.027174,17,91,276,5,0,5,,0.586206897,,640,,379,59,RIGHT,NONE,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1213,96,1780899051.128593445,40.653045893,29.432344,11.364719,17,98,265,5,0,5,,0.500000000,,647,,386,66,RIGHT,NONE,STRAIGHT,0,7,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1214,97,1780899051.164771080,40.689223528,29.713580,11.664461,16,104,254,5,0,5,,0.586206897,,645,,384,64,RIGHT,NONE,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1215,98,1780899051.195967674,40.720420122,29.681705,11.964050,17,106,250,5,0,5,,0.527272727,,649,,388,68,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1216,99,1780899051.228684187,40.753136635,29.958849,12.262327,17,109,270,5,0,5,,0.488095238,,653,,392,72,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1217,100,1780899051.264597654,40.789050102,30.118949,12.568087,16,112,263,3,0,3,,0.480000000,,657,,396,76,RIGHT,NONE,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1218,101,1780899051.296437025,40.820889473,30.165582,12.830956,16,112,4,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,1,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1219,102,1780899051.327639818,40.852092266,30.522486,13.089378,17,112,262,5,0,5,,0.514285714,,657,,396,76,RIGHT,NONE,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1220,103,1780899051.364066124,40.888518572,30.971491,13.454066,17,115,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,1,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1221,104,1780899051.397007942,40.921460390,31.233935,13.737290,17,116,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,2,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1222,105,1780899051.433789492,40.958241940,31.258722,13.872489,16,117,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,3,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1223,106,1780899051.465289116,40.989741564,31.421548,14.107095,16,119,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,4,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1224,107,1780899051.498771906,41.023224354,31.705866,14.177495,17,119,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,5,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1225,108,1780899051.535793066,41.060245514,31.905838,14.361764,16,119,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,6,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1226,109,1780899051.565762281,41.090214729,32.143778,14.523126,16,121,8,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,7,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1227,110,1780899051.597112894,41.121565342,32.308395,14.654112,16,121,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,8,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1228,111,1780899051.634124756,41.158577204,32.739119,15.101055,16,124,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,9,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1229,112,1780899051.665282726,41.189735174,33.030028,15.276290,17,127,0,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,10,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1230,113,1780899051.699378490,41.223830938,33.040881,15.304876,16,126,7,0,0,0,,,,,,396,76,NONE,NONE,STRAIGHT,11,0,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,mode_NONE;hough_0;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1231,114,1780899051.732855320,41.257307768,33.769602,15.604451,17,127,124,1,0,1,,0.420454545,,668,,407,87,RIGHT,RIGHT,STRAIGHT,0,11,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1232,115,1780899051.764574289,41.289026737,33.870497,15.955900,16,145,178,2,0,1,,0.404040404,,670,,409,89,RIGHT,RIGHT,STRAIGHT,0,2,,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1233,116,1780899051.802674055,41.327126503,34.196179,16.271706,18,145,199,3,1,2,-0.103448276,0.404494382,-449,668,1117,109,-211,BOTH,BOTH,STRAIGHT,0,300,789,1,0,0,0,90,fallback_after_local_fail:no_local_line,1,0,1,no_local_line,1,0,0,0,fallback_full_after_local_fail,center_jump;lane_width_jump;v3_local_first_used
lap1_problem_section_v3,37.440000,43.640000,1234,117,1780899051.834242344,41.358694792,34.308849,16.515450,17,148,147,2,0,2,,0.423728814,,663,,254,-66,RIGHT,BOTH,STRAIGHT,0,145,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,center_jump;v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1235,118,1780899051.869248390,41.393700838,34.960568,17.015387,18,153,146,4,0,4,,0.431372549,,662,,253,-67,RIGHT,RIGHT,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1236,119,1780899051.900007010,41.424459457,35.186179,17.474500,16,154,145,2,0,2,,0.416666667,,660,,221,-99,RIGHT,BOTH,STRAIGHT,0,32,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1237,120,1780899051.936216354,41.460668802,35.526264,17.862506,16,154,145,2,0,2,,0.409836066,,658,,192,-128,RIGHT,BOTH,STRAIGHT,0,29,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1238,121,1780899051.970053673,41.494506121,35.740511,18.192043,17,147,145,2,0,2,,0.415094340,,658,,177,-143,RIGHT,BOTH,STRAIGHT,0,15,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1239,122,1780899051.999449015,41.523901463,36.074517,18.468740,17,139,144,2,0,2,,0.400000000,,676,,195,-125,RIGHT,RIGHT,STRAIGHT,0,18,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1240,123,1780899052.033333778,41.557786226,36.413438,19.109348,17,144,143,3,0,3,,0.388888889,,677,,196,-124,RIGHT,RIGHT,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1241,124,1780899052.070707560,41.595160007,37.115440,20.457190,16,175,132,2,0,2,,0.377049180,,662,,181,-139,RIGHT,RIGHT,STRAIGHT,0,15,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1242,125,1780899052.099682808,41.624135256,37.924261,21.567464,17,177,134,4,0,4,,0.375000000,,668,,161,-159,RIGHT,BOTH,STRAIGHT,0,20,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1243,126,1780899052.139338255,41.663790703,38.787528,22.579607,16,177,132,3,0,3,,0.368421053,,675,,168,-152,RIGHT,RIGHT,STRAIGHT,0,7,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1244,127,1780899052.169759035,41.694211483,39.772969,23.492405,17,179,131,2,0,2,,0.355932203,,680,,162,-158,RIGHT,BOTH,STRAIGHT,0,6,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1245,128,1780899052.202155113,41.726607561,40.513395,24.419480,16,181,135,2,0,2,,0.362068966,,679,,161,-159,RIGHT,RIGHT,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1246,129,1780899052.235561609,41.760014057,41.384844,25.472385,17,195,133,2,0,2,,0.350000000,,680,,162,-158,RIGHT,RIGHT,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1247,130,1780899052.268427610,41.792880058,42.448807,26.305803,16,208,133,2,0,2,,0.355932203,,681,,228,-92,RIGHT,BOTH,STRAIGHT,0,66,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1248,131,1780899052.299637318,41.824089766,43.155071,26.950817,16,212,194,3,0,3,,0.360655738,,683,,230,-90,RIGHT,RIGHT,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1249,132,1780899052.338853598,41.863306046,43.911974,27.638732,16,219,152,2,0,2,,0.360655738,,686,,278,-42,RIGHT,BOTH,STRAIGHT,0,48,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1250,133,1780899052.370478392,41.894930840,44.854616,28.580061,16,217,133,3,0,3,,0.355932203,,689,,313,-7,RIGHT,BOTH,STRAIGHT,0,35,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1251,134,1780899052.405709743,41.930162191,46.197358,30.143815,16,234,133,2,0,2,,0.360655738,,688,,334,14,RIGHT,BOTH,STRAIGHT,0,21,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1252,135,1780899052.438865185,41.963317633,47.838793,31.175820,16,227,135,2,0,2,,0.362068966,,691,,352,32,RIGHT,BOTH,STRAIGHT,0,18,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1253,136,1780899052.467881680,41.992334127,48.757401,32.070744,16,231,131,3,0,3,,0.360655738,,694,,365,45,RIGHT,BOTH,STRAIGHT,0,13,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1254,137,1780899052.504418612,42.028871059,50.058253,32.948461,16,219,133,2,0,2,,0.344262295,,700,,378,58,RIGHT,BOTH,STRAIGHT,0,13,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1255,138,1780899052.537494421,42.061946869,51.157756,33.863621,17,230,132,2,0,2,,0.362068966,,697,,381,61,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1256,139,1780899052.572759628,42.097212076,52.596477,34.640926,16,235,135,3,0,3,,0.344262295,,702,,390,70,RIGHT,BOTH,STRAIGHT,0,9,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1257,140,1780899052.605014086,42.129466534,53.759886,35.423511,16,235,132,3,0,3,,0.340000000,,707,,397,77,RIGHT,BOTH,STRAIGHT,0,7,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1258,141,1780899052.637887001,42.162339449,55.149901,36.216611,17,235,130,3,0,3,,0.333333333,,711,,403,83,RIGHT,BOTH,STRAIGHT,0,6,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1259,142,1780899052.673149109,42.197601557,56.184105,36.771485,18,235,134,2,0,2,,0.338983051,,708,,402,82,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1260,143,1780899052.705374956,42.229827404,57.056094,36.855932,18,234,134,3,0,3,,0.344827586,,703,,399,79,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1261,144,1780899052.736951113,42.261403561,56.989602,36.711316,18,235,134,2,0,2,,0.340000000,,701,,397,77,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1262,145,1780899052.773290157,42.297742605,57.904261,37.215930,16,235,138,2,0,2,,0.344262295,,697,,392,72,RIGHT,BOTH,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1263,146,1780899052.805102348,42.329554796,58.919886,37.920542,16,235,130,2,0,2,,0.350000000,,693,,387,67,RIGHT,BOTH,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1264,147,1780899052.841014385,42.365466833,60.180554,38.724058,17,235,141,2,0,2,,0.357142857,,687,,380,60,RIGHT,BOTH,STRAIGHT,0,7,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1265,148,1780899052.874727011,42.399179459,61.831392,39.324401,17,235,149,3,0,3,,0.363636364,,680,,367,47,RIGHT,BOTH,STRAIGHT,0,13,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1266,149,1780899052.906587124,42.431039572,62.993409,39.841142,16,236,167,4,0,4,,0.350877193,,675,,359,39,RIGHT,BOTH,STRAIGHT,0,8,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1267,150,1780899052.941436052,42.465888500,63.852244,40.174838,16,236,190,4,0,4,,0.344262295,,673,,359,39,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1268,151,1780899052.975590229,42.500042677,64.757216,40.389240,16,236,210,5,0,5,,0.344262295,,670,,353,33,RIGHT,BOTH,STRAIGHT,0,6,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1269,152,1780899053.005254030,42.529706478,65.473793,40.403826,16,236,235,4,0,4,,0.350877193,,663,,348,28,RIGHT,BOTH,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1270,153,1780899053.042316437,42.566768885,66.251747,40.443244,16,236,251,3,0,3,,0.338983051,,660,,348,28,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1271,154,1780899053.074955463,42.599407911,67.224801,40.705460,16,236,272,5,0,5,,0.338983051,,659,,348,28,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1272,155,1780899053.110710144,42.635162592,68.964531,41.618204,16,236,240,5,0,5,,0.316666667,,663,,348,28,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1273,156,1780899053.143890142,42.668342590,71.311122,42.764495,16,236,232,2,0,2,,0.327586207,,662,,348,28,RIGHT,BOTH,STRAIGHT,0,0,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1274,157,1780899053.176066160,42.700518608,74.061733,43.682111,16,236,231,4,0,4,,0.333333333,,657,,345,25,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1275,158,1780899053.210298061,42.734750509,76.035455,44.121952,16,236,274,4,0,4,,0.312500000,,658,,348,28,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1276,159,1780899053.243195057,42.767647505,77.761690,44.537492,16,236,275,5,0,5,,0.327586207,,653,,344,24,RIGHT,BOTH,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1277,160,1780899053.277927637,42.802380085,79.852812,44.980269,16,236,279,5,0,5,,0.321428571,,679,,371,51,RIGHT,BOTH,STRAIGHT,0,27,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1278,161,1780899053.311243057,42.835695505,81.641818,45.223924,16,236,249,6,0,6,,0.327586207,,676,,363,43,RIGHT,BOTH,STRAIGHT,0,8,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1279,162,1780899053.341784239,42.866236687,83.414247,45.423167,16,236,281,5,0,5,,0.311475410,,677,,367,47,RIGHT,BOTH,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1280,163,1780899053.379792452,42.904244900,84.948281,45.708765,16,236,229,4,0,4,,0.315789474,,674,,366,46,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1281,164,1780899053.410046339,42.934498787,86.197486,45.960642,16,236,205,4,0,4,,0.322033898,,674,,363,43,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1282,165,1780899053.442868233,42.967320681,87.773423,46.213197,16,235,179,2,0,2,,0.311475410,,677,,367,47,RIGHT,BOTH,STRAIGHT,0,4,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1283,166,1780899053.476951122,43.001403570,88.861392,46.110112,16,236,144,2,0,2,,0.315789474,,679,,365,45,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1284,167,1780899053.510101795,43.034554243,90.544901,46.300410,16,236,140,2,0,2,,0.322033898,,673,,362,42,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1285,168,1780899053.541825533,43.066277981,92.095114,46.464449,16,236,144,3,0,3,,0.340909091,,668,,357,37,RIGHT,BOTH,STRAIGHT,0,5,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1286,169,1780899053.578998566,43.103451014,94.004759,46.626758,16,236,137,2,0,2,,0.322033898,,666,,358,38,RIGHT,BOTH,STRAIGHT,0,1,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1287,170,1780899053.610822201,43.135274649,95.939673,47.103544,16,236,139,3,0,3,,0.314814815,,666,,360,40,RIGHT,BOTH,STRAIGHT,0,2,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1288,171,1780899053.645646334,43.170098782,98.098665,47.466339,16,236,190,2,0,2,,0.333333333,,659,,353,33,RIGHT,BOTH,STRAIGHT,0,7,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
lap1_problem_section_v3,37.440000,43.640000,1289,172,1780899053.678322315,43.202774763,99.808097,47.749193,16,236,197,3,0,3,,0.311475410,,661,,356,36,RIGHT,BOTH,STRAIGHT,0,3,,1,1,0,1,90,success,1,1,0,success,0,0,0,0,accept_local,v3_local_first_used;v3_local_accept
