segment_name,segment_start_sec,segment_end_sec,frame_idx,processed_idx,bag_abs_time,bag_rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,baseline_mode,corner,fail_count,center_jump,lane_width_jump,recovery_used,recovery_success,recovery_left_found,recovery_right_found,recovery_window_px,recovery_reason,local_left_roi_x0,local_left_roi_x1,local_right_roi_x0,local_right_roi_x1,pred_lpos,pred_rpos,final_source,suspicious_reasons
lap1_problem_section_v0_1,14.000000,80.000000,797,379,1780899037.186993361,26.711445808,137.641080,52.189529,27,236,507,4,2,2,-0.973333333,0.528735632,108,655,547,381,61,BOTH,BOTH,STRAIGHT,0,2,1,0,0,0,0,90,,,,,,110,656,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,798,380,1780899037.221441031,26.745893478,137.971690,52.027698,42,236,492,5,3,1,-1.000000000,0.528735632,109,656,547,382,62,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,108,655,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,799,381,1780899037.256447792,26.780900240,138.085625,51.817889,34,236,449,6,5,1,-1.000000000,0.507042254,108,659,551,383,63,BOTH,BOTH,STRAIGHT,0,1,4,0,0,0,0,90,,,,,,109,656,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,800,382,1780899037.291220188,26.815672636,138.111321,51.674454,33,236,465,5,3,2,-0.950000000,0.545454545,108,653,545,380,60,BOTH,BOTH,STRAIGHT,0,3,6,0,0,0,0,90,,,,,,108,659,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,801,383,1780899037.322708368,26.847160816,138.134872,51.499823,32,236,473,4,3,1,-0.935483871,0.528735632,105,656,551,380,60,BOTH,BOTH,STRAIGHT,0,0,6,0,0,0,0,90,,,,,,108,653,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,802,384,1780899037.354968786,26.879421234,138.482770,51.362499,34,235,485,6,3,2,-0.933333333,0.528735632,106,654,548,380,60,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,105,656,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,803,385,1780899037.391318560,26.915771008,138.623437,51.190035,36,236,494,4,3,1,-0.937500000,0.528735632,105,656,551,380,60,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,106,654,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,804,386,1780899037.422046185,26.946498632,138.870682,51.103803,22,235,518,4,3,1,-0.935483871,0.522727273,107,656,549,381,61,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,105,656,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,805,387,1780899037.452604055,26.977056503,138.937031,51.057031,37,235,509,4,2,2,-0.935064935,0.528735632,106,653,547,379,59,BOTH,BOTH,STRAIGHT,0,2,2,0,0,0,0,90,,,,,,107,656,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,806,388,1780899037.488821507,27.013273954,139.121264,50.857629,34,235,523,3,2,1,-0.935064935,0.512500000,105,656,551,380,60,BOTH,BOTH,STRAIGHT,0,1,4,0,0,0,0,90,,,,,,106,653,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,807,389,1780899037.521400452,27.045852900,139.252713,50.765347,42,236,533,4,3,1,-0.964285714,0.528089888,106,654,548,380,60,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,105,656,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,808,390,1780899037.556771517,27.081223965,139.530455,50.707395,16,236,551,5,3,2,-0.918918919,0.527472527,105,652,547,378,58,BOTH,BOTH,STRAIGHT,0,2,1,0,0,0,0,90,,,,,,106,654,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,809,391,1780899037.588304996,27.112757444,139.714972,50.464488,29,236,543,5,2,3,-0.939393939,0.487804878,103,659,556,381,61,BOTH,BOTH,STRAIGHT,0,3,9,0,0,0,0,90,,,,,,105,652,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,810,392,1780899037.620121956,27.144574404,139.745298,50.277831,32,236,527,7,5,2,-0.826086957,0.511904762,100,653,553,376,56,BOTH,BOTH,STRAIGHT,0,5,3,0,0,0,0,90,,,,,,103,659,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,811,393,1780899037.656561852,27.181014299,139.941989,50.149602,33,236,505,5,4,1,-0.809523810,0.521739130,99,652,553,375,55,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,100,653,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,812,394,1780899037.688271999,27.212724447,140.370781,50.376018,37,235,497,5,3,2,-0.913043478,0.517241379,104,651,547,377,57,BOTH,BOTH,STRAIGHT,0,2,6,0,0,0,0,90,,,,,,99,652,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,813,395,1780899037.720763206,27.245215654,140.876506,50.505815,42,235,456,6,4,2,-0.782608696,0.511904762,98,652,554,375,55,BOTH,BOTH,STRAIGHT,0,2,7,0,0,0,0,90,,,,,,104,651,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,814,396,1780899037.756968260,27.281420708,141.312344,50.626822,37,236,443,5,3,2,-0.816326531,0.506493506,100,652,552,376,56,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,98,652,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,815,397,1780899037.791413546,27.315865993,141.671790,50.713373,38,236,414,6,4,2,-0.866666667,0.506329114,103,651,548,377,57,BOTH,BOTH,STRAIGHT,0,1,4,0,0,0,0,90,,,,,,100,652,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,816,398,1780899037.826231480,27.350683928,141.939830,50.746652,49,236,393,4,3,1,-0.840579710,0.526315789,102,646,544,374,54,BOTH,BOTH,STRAIGHT,0,3,4,0,0,0,0,90,,,,,,103,651,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,817,399,1780899037.857854366,27.382306814,141.900937,50.810557,48,235,417,5,4,1,-0.809523810,0.504950495,101,646,545,373,53,BOTH,BOTH,STRAIGHT,0,1,1,0,0,0,0,90,,,,,,102,646,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,818,400,1780899037.892112255,27.416564703,141.961278,50.749579,42,235,420,5,3,2,-0.784313725,0.525252525,98,643,545,370,50,BOTH,BOTH,STRAIGHT,0,3,0,0,0,0,0,90,,,,,,101,646,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,819,401,1780899037.927011967,27.451464415,142.194602,50.840317,38,236,412,4,3,1,-0.842105263,0.504854369,102,644,542,373,53,BOTH,BOTH,STRAIGHT,0,3,3,0,0,0,0,90,,,,,,98,643,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,820,402,1780899037.959027529,27.483479977,142.120057,50.941709,39,236,423,5,4,1,-0.727272727,0.525252525,96,642,546,369,49,BOTH,BOTH,STRAIGHT,0,4,4,0,0,0,0,90,,,,,,102,644,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,821,403,1780899037.993589878,27.518042326,142.209276,50.883147,40,235,421,4,2,2,-0.860000000,0.525252525,102,641,539,371,51,BOTH,BOTH,STRAIGHT,0,2,7,0,0,0,0,90,,,,,,96,642,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,822,404,1780899038.025943756,27.550396204,142.232514,50.895241,29,235,430,5,4,1,-0.736842105,0.510869565,97,643,546,370,50,BOTH,BOTH,STRAIGHT,0,1,7,0,0,0,0,90,,,,,,102,641,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,823,405,1780899038.057660580,27.582113028,142.442045,50.842107,32,236,430,5,3,2,-0.739130435,0.500000000,96,643,547,369,49,BOTH,BOTH,STRAIGHT,0,1,1,0,0,0,0,90,,,,,,97,643,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,824,406,1780899038.093026161,27.617478609,142.462628,50.902424,44,236,404,4,3,1,-0.724137931,0.509803922,97,639,542,368,48,BOTH,BOTH,STRAIGHT,0,1,5,0,0,0,0,90,,,,,,96,643,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,825,407,1780899038.125086308,27.649538755,142.477543,50.871246,45,236,399,4,3,1,-0.753424658,0.528846154,99,639,540,369,49,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,97,639,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,826,408,1780899038.158773899,27.683226347,142.885625,51.011849,50,235,406,6,4,2,-0.754385965,0.510638298,100,639,539,369,49,BOTH,BOTH,STRAIGHT,0,0,1,0,0,0,0,90,,,,,,99,639,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,827,409,1780899038.194766760,27.719219208,142.968224,50.969536,48,235,407,4,3,1,-0.756097561,0.528301887,100,637,537,368,48,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,100,639,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,828,410,1780899038.226714134,27.751166582,143.182969,50.998870,38,235,410,6,4,2,-0.753623188,0.533980583,101,635,534,368,48,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,100,637,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,829,411,1780899038.263244867,27.787697315,143.237670,50.998951,43,236,410,6,4,2,-0.752941176,0.534653465,102,635,533,368,48,BOTH,BOTH,STRAIGHT,0,0,1,0,0,0,0,90,,,,,,101,635,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,830,412,1780899038.294240952,27.818693399,143.467074,50.991670,45,235,409,4,3,1,-0.760416667,0.548076923,103,633,530,368,48,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,102,635,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,831,413,1780899038.325620413,27.850072861,143.484886,50.844948,41,236,410,4,3,1,-0.753623188,0.548076923,101,633,532,367,47,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,103,633,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,832,414,1780899038.362342119,27.886794567,143.385185,50.753362,42,236,411,4,2,2,-0.755102041,0.548076923,102,634,532,368,48,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,101,633,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,833,415,1780899038.393422842,27.917875290,143.380511,50.777616,41,235,408,5,3,2,-0.760000000,0.548076923,103,635,532,369,49,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,102,634,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,834,416,1780899038.424454927,27.948907375,143.756534,50.992498,36,236,417,5,3,2,-0.785714286,0.562500000,105,633,528,369,49,BOTH,BOTH,STRAIGHT,0,0,4,0,0,0,0,90,,,,,,103,635,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,835,417,1780899038.460547447,27.984999895,143.770824,51.145802,28,235,411,5,3,2,-0.757575758,0.572916667,106,632,526,369,49,BOTH,BOTH,STRAIGHT,0,0,2,0,0,0,0,90,,,,,,105,633,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,836,418,1780899038.494343758,28.018796206,143.925866,51.313214,56,235,426,5,3,2,-0.728813559,0.574257426,105,631,526,368,48,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,106,632,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,837,419,1780899038.531911612,28.056364059,143.907315,51.373142,23,235,427,6,3,3,-0.783333333,0.600000000,109,628,519,368,48,BOTH,BOTH,STRAIGHT,0,0,7,0,0,0,0,90,,,,,,105,631,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,838,420,1780899038.561908245,28.086360693,143.926321,51.437439,53,236,425,5,3,2,-0.757575758,0.583333333,108,630,522,369,49,BOTH,BOTH,STRAIGHT,0,1,3,0,0,0,0,90,,,,,,109,628,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,839,421,1780899038.595041037,28.119493484,143.974673,51.566128,53,236,436,5,3,2,-0.731182796,0.608695652,107,628,521,367,47,BOTH,BOTH,STRAIGHT,0,2,1,0,0,0,0,90,,,,,,108,630,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,840,422,1780899038.632097006,28.156549454,143.915128,51.616611,38,235,445,4,2,2,-0.727272727,0.606741573,108,627,519,367,47,BOTH,BOTH,STRAIGHT,0,0,2,0,0,0,0,90,,,,,,107,628,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,841,423,1780899038.662824631,28.187277079,144.114986,51.797519,54,235,443,5,3,2,-0.711538462,0.622448980,107,627,520,367,47,BOTH,BOTH,STRAIGHT,0,0,1,0,0,0,0,90,,,,,,108,627,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,842,424,1780899038.694508314,28.218960762,144.164190,51.870915,51,235,445,5,3,2,-0.730769231,0.623655914,110,627,517,368,48,BOTH,BOTH,STRAIGHT,0,1,3,0,0,0,0,90,,,,,,107,627,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,843,425,1780899038.729271412,28.253723860,144.120526,51.876863,29,236,443,5,4,1,-0.720588235,0.647727273,111,626,515,368,48,BOTH,BOTH,STRAIGHT,0,0,2,0,0,0,0,90,,,,,,110,627,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,844,426,1780899038.764904499,28.289356947,144.044460,52.000635,43,236,447,5,3,2,-0.728813559,0.647727273,110,626,516,368,48,BOTH,BOTH,STRAIGHT,0,0,1,0,0,0,0,90,,,,,,111,626,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,845,427,1780899038.796355724,28.320808172,144.100142,52.038482,47,236,459,4,2,2,-0.711538462,0.650000000,110,625,515,367,47,BOTH,BOTH,STRAIGHT,0,1,1,0,0,0,0,90,,,,,,110,626,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,846,428,1780899038.829846144,28.354298592,144.030369,52.068377,55,236,442,5,3,2,-0.754545455,0.674698795,113,625,512,369,49,BOTH,BOTH,STRAIGHT,0,2,3,0,0,0,0,90,,,,,,110,625,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,847,429,1780899038.861632824,28.386085272,144.061491,52.183591,16,235,472,4,3,1,-0.750000000,0.675324675,116,626,510,371,51,BOTH,BOTH,STRAIGHT,0,2,2,0,0,0,0,90,,,,,,113,625,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,848,430,1780899038.897033453,28.421485901,144.184631,52.369122,43,235,469,3,2,1,-0.753968254,0.701149425,117,626,509,371,51,BOTH,BOTH,STRAIGHT,0,0,1,0,0,0,0,90,,,,,,116,626,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,849,431,1780899038.928969383,28.453421831,144.179474,52.459887,57,235,458,5,3,2,-0.753246753,0.700000000,116,625,509,370,50,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,117,626,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,850,432,1780899038.964033842,28.488486290,144.138267,52.506209,32,236,450,6,4,2,-0.744186047,0.702380952,118,629,511,373,53,BOTH,BOTH,STRAIGHT,0,3,2,0,0,0,0,90,,,,,,116,625,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,851,433,1780899038.996925116,28.521377563,144.080298,52.534906,53,236,438,4,2,2,-0.727272727,0.750000000,119,626,507,372,52,BOTH,BOTH,STRAIGHT,0,1,4,0,0,0,0,90,,,,,,118,629,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,852,434,1780899039.029907465,28.554359913,143.997017,52.590708,55,235,472,4,2,2,-0.753846154,0.753846154,121,626,505,373,53,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,119,626,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,853,435,1780899039.065541983,28.589994431,143.726761,52.610097,50,236,484,6,3,3,-0.760000000,0.753086420,122,630,508,376,56,BOTH,BOTH,STRAIGHT,0,3,3,0,0,0,0,90,,,,,,121,626,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,854,436,1780899039.097121000,28.621573448,143.483253,52.553587,35,235,473,3,2,1,-0.732673267,0.753246753,119,631,512,375,55,BOTH,BOTH,STRAIGHT,0,1,4,0,0,0,0,90,,,,,,122,630,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,855,437,1780899039.128933668,28.653386116,143.536932,52.619396,57,235,437,3,2,1,-0.726415094,0.760000000,122,633,511,377,57,BOTH,BOTH,STRAIGHT,0,2,1,0,0,0,0,90,,,,,,119,631,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,856,438,1780899039.167529821,28.691982269,143.615810,52.877746,57,235,438,4,3,1,-0.753846154,0.773333333,125,634,509,379,59,BOTH,BOTH,STRAIGHT,0,2,2,0,0,0,0,90,,,,,,122,633,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,857,439,1780899039.196037292,28.720489740,143.661960,53.041746,50,235,435,4,3,1,-0.761904762,0.785714286,127,635,508,381,61,BOTH,BOTH,STRAIGHT,0,2,1,0,0,0,0,90,,,,,,125,634,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,858,440,1780899039.233362913,28.757815361,143.580000,53.134426,29,235,437,4,3,1,-0.764705882,0.777777778,128,637,509,382,62,BOTH,BOTH,STRAIGHT,0,1,1,0,0,0,0,90,,,,,,127,635,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,859,441,1780899039.265260458,28.789712906,143.487926,53.193315,26,235,439,5,3,2,-0.739130435,0.808823529,128,637,509,382,62,BOTH,BOTH,STRAIGHT,0,0,0,0,0,0,0,90,,,,,,128,637,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,860,442,1780899039.297831059,28.822283506,143.502727,53.361104,22,235,449,5,3,2,-0.753246753,0.830769231,128,637,509,382,62,BOTH,BOTH,STRAIGHT,0,0,0,0,0,0,0,90,,,,,,128,637,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,861,443,1780899039.332953691,28.857406139,143.358224,53.417785,43,236,475,4,2,2,-0.753731343,0.836734694,130,637,507,383,63,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,128,637,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,862,444,1780899039.366027832,28.890480280,143.286264,53.422971,49,235,436,4,2,2,-0.705882353,0.828125000,128,638,510,383,63,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,130,637,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,863,445,1780899039.400529861,28.924982309,143.191264,53.539860,48,235,425,5,4,1,-0.739130435,0.843750000,131,639,508,385,65,BOTH,BOTH,STRAIGHT,0,2,2,0,0,0,0,90,,,,,,128,638,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,864,446,1780899039.433855534,28.958307981,143.008523,53.606683,35,235,416,4,3,1,-0.755813953,0.836065574,130,641,511,385,65,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,131,639,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,865,447,1780899039.465497494,28.989949942,142.797997,53.513569,42,235,416,3,2,1,-0.724489796,0.836065574,131,641,510,386,66,BOTH,BOTH,STRAIGHT,0,1,1,0,0,0,0,90,,,,,,130,641,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,866,448,1780899039.500071287,29.024523735,142.690057,53.622568,20,235,429,4,3,1,-0.679245283,0.836065574,128,642,514,385,65,BOTH,BOTH,STRAIGHT,0,1,4,0,0,0,0,90,,,,,,131,641,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,867,449,1780899039.532642126,29.057094574,142.289957,53.819891,50,236,428,5,3,2,-0.727272727,0.814814815,132,645,513,388,68,BOTH,BOTH,STRAIGHT,0,3,1,0,0,0,0,90,,,,,,128,642,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,868,450,1780899039.565204144,29.089656591,142.028750,53.910860,57,235,449,4,3,1,-0.673469388,0.842105263,128,646,518,387,67,BOTH,BOTH,STRAIGHT,0,1,5,0,0,0,0,90,,,,,,132,645,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,869,451,1780899039.601751328,29.126203775,141.908949,54.072591,38,236,450,7,5,2,-0.676923077,0.824561404,130,648,518,389,69,BOTH,BOTH,STRAIGHT,0,2,0,0,0,0,0,90,,,,,,128,646,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,870,452,1780899039.632313490,29.156765938,141.698054,54.248133,46,235,471,4,3,1,-0.701298701,0.836363636,133,648,515,390,70,BOTH,BOTH,STRAIGHT,0,1,3,0,0,0,0,90,,,,,,130,648,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,871,453,1780899039.664678335,29.189130783,141.432940,54.514472,47,235,481,6,4,2,-0.622222222,0.849056604,128,648,520,388,68,BOTH,BOTH,STRAIGHT,0,2,5,0,0,0,0,90,,,,,,133,648,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,872,454,1780899039.700793743,29.225246191,141.054588,54.580771,22,235,500,6,4,2,-0.645161290,0.846153846,130,651,521,390,70,BOTH,BOTH,STRAIGHT,0,2,1,0,0,0,0,90,,,,,,128,648,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,873,455,1780899039.733058929,29.257511377,140.714347,54.639201,16,235,493,6,4,2,-0.600000000,0.823529412,126,652,526,389,69,BOTH,BOTH,STRAIGHT,0,1,5,0,0,0,0,90,,,,,,130,651,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,874,456,1780899039.769587755,29.294040203,140.388111,54.757539,16,235,514,5,3,2,-0.604166667,2.200000000,126,462,336,294,-26,BOTH,BOTH,STRAIGHT,0,95,190,0,0,0,0,90,,,,,,126,652,FULL_BASELINE,center_jump;lane_width_jump
lap1_problem_section_v0_1,14.000000,80.000000,875,457,1780899039.800921440,29.325373888,139.812983,54.703116,39,236,519,6,3,3,-0.584905660,2.200000000,123,462,339,292,-28,BOTH,BOTH,STRAIGHT,0,2,3,0,0,0,0,90,,,,,,126,462,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,876,458,1780899039.834471226,29.358923674,139.425838,54.657491,57,235,516,7,4,3,-0.609375000,2.052631579,126,463,337,294,-26,BOTH,BOTH,STRAIGHT,0,2,2,0,0,0,0,90,,,,,,123,462,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,877,459,1780899039.870622396,29.395074844,139.348849,55.098588,40,235,523,7,4,3,-0.603448276,2.176470588,127,463,336,295,-25,BOTH,BOTH,STRAIGHT,0,1,1,0,0,0,0,90,,,,,,126,463,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,878,460,1780899039.903322220,29.427774668,139.123452,55.261864,50,235,509,6,3,3,-0.651162791,2.052631579,133,462,329,297,-23,BOTH,BOTH,STRAIGHT,0,2,7,0,0,0,0,90,,,,,,127,463,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,879,461,1780899039.937890053,29.462342501,138.515952,55.289114,34,235,518,6,4,2,-0.602941176,2.200000000,128,465,337,296,-24,BOTH,BOTH,STRAIGHT,0,1,8,0,0,0,0,90,,,,,,133,462,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,880,462,1780899039.970641851,29.495094299,138.078054,55.352427,37,235,511,5,4,1,-0.657894737,0.872340426,132,655,523,393,73,BOTH,BOTH,STRAIGHT,0,97,186,0,0,0,0,90,,,,,,128,465,FULL_BASELINE,center_jump;lane_width_jump
lap1_problem_section_v0_1,14.000000,80.000000,881,463,1780899040.002838850,29.527291298,137.344744,55.224870,36,235,494,5,3,2,-0.627906977,0.900000000,128,652,524,390,70,BOTH,BOTH,STRAIGHT,0,3,1,0,0,0,0,90,,,,,,132,655,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,882,464,1780899040.036373615,29.560826063,136.781875,55.312354,40,235,485,5,4,1,-0.602564103,0.877551020,124,651,527,387,67,BOTH,BOTH,STRAIGHT,0,3,3,0,0,0,0,90,,,,,,128,652,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,883,465,1780899040.068675518,29.593127966,136.203736,55.333067,50,235,495,4,3,1,-0.636363636,0.895833333,126,650,524,388,68,BOTH,BOTH,STRAIGHT,0,1,3,0,0,0,0,90,,,,,,124,651,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,884,466,1780899040.100467920,29.624920368,135.817401,55.461246,35,235,527,5,4,1,-0.623655914,0.865384615,123,650,527,386,66,BOTH,BOTH,STRAIGHT,0,2,3,0,0,0,0,90,,,,,,126,650,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,885,467,1780899040.136971235,29.661423683,135.213281,55.516898,40,235,532,6,4,2,-0.625000000,0.893617021,124,648,524,386,66,BOTH,BOTH,STRAIGHT,0,0,3,0,0,0,0,90,,,,,,123,650,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,886,468,1780899040.167782784,29.692235231,134.483310,55.622677,23,236,567,5,4,1,-0.623762376,0.867924528,121,648,527,384,64,BOTH,BOTH,STRAIGHT,0,2,3,0,0,0,0,90,,,,,,124,648,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,887,469,1780899040.205030680,29.729483128,133.850000,55.665634,37,235,565,4,3,1,-0.648000000,0.846153846,121,647,526,384,64,BOTH,BOTH,STRAIGHT,0,0,1,0,0,0,0,90,,,,,,121,648,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,888,470,1780899040.237867117,29.762319565,133.039190,55.504142,25,235,622,5,3,1,-0.653846154,0.839285714,119,647,528,383,63,BOTH,BOTH,STRAIGHT,0,1,2,0,0,0,0,90,,,,,,121,647,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,889,471,1780899040.270798683,29.795251131,132.457415,55.604190,32,235,645,6,4,1,-0.640000000,0.875000000,116,644,528,380,60,BOTH,BOTH,STRAIGHT,0,3,0,0,0,0,0,90,,,,,,119,647,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,890,472,1780899040.307330847,29.831783295,132.046179,55.859460,17,236,648,5,3,1,-0.619047619,0.877192982,115,643,528,379,59,BOTH,BOTH,STRAIGHT,0,1,0,0,0,0,0,90,,,,,,116,644,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,891,473,1780899040.337858438,29.862310886,131.514389,55.862254,17,235,695,7,4,2,-0.574074074,0.844827586,108,645,537,376,56,BOTH,BOTH,STRAIGHT,0,3,9,0,0,0,0,90,,,,,,115,643,FULL_BASELINE,
lap1_problem_section_v0_1,14.000000,80.000000,892,474,1780899040.370067120,29.894519567,130.942315,55.956360,16,235,649,6,5,1,-0.628571429,0.877192982,112,641,529,376,56,BOTH,BOTH,STRAIGHT,0,0,8,0,0,0,0,90,,,,,,108,645,FULL_BASELINE,
