segment_name,segment_start_sec,segment_end_sec,frame_idx,processed_idx,bag_abs_time,bag_rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,corner,fail_count,center_jump,lane_width_jump,suspicious_reasons
full_bag_check,14.000000,9999.000000,418,0,1780899024.486595154,14.011047602,112.155000,51.664753,16,236,868,8,2,4,-1.000000000,0.418181818,30,423,393,226,-94,BOTH,STRAIGHT,0,94,,center_jump
full_bag_check,14.000000,9999.000000,419,1,1780899024.516566038,14.041018486,112.043111,51.414695,16,235,1092,11,3,5,-0.949152542,0.446808511,27,415,388,221,-99,BOTH,STRAIGHT,0,5,5,
full_bag_check,14.000000,9999.000000,420,2,1780899024.549727201,14.074179649,112.106903,51.389151,16,236,1089,16,3,7,-0.960000000,0.452830189,25,408,383,216,-104,BOTH,STRAIGHT,0,5,5,
full_bag_check,14.000000,9999.000000,421,3,1780899024.587260485,14.111712933,112.376790,51.733260,16,236,1122,12,3,7,-0.965517241,0.470588235,26,402,376,214,-106,BOTH,STRAIGHT,0,2,7,
full_bag_check,14.000000,9999.000000,422,4,1780899024.615929842,14.140382290,112.578892,52.161138,16,236,1063,9,3,6,-0.960000000,0.466666667,26,390,364,208,-112,BOTH,STRAIGHT,0,6,12,
full_bag_check,14.000000,9999.000000,423,5,1780899024.655637503,14.180089951,112.779616,52.381868,16,235,1012,8,2,5,-0.915254237,0.475000000,25,383,358,204,-116,BOTH,STRAIGHT,0,4,6,
full_bag_check,14.000000,9999.000000,424,6,1780899024.686266184,14.210718632,113.117599,52.569435,16,236,1019,10,3,7,-0.935897436,0.500000000,26,564,538,295,-25,BOTH,STRAIGHT,0,91,180,center_jump;lane_width_jump
full_bag_check,14.000000,9999.000000,425,7,1780899024.717600346,14.242052794,113.516875,52.627066,16,235,1038,6,2,4,-0.927710843,0.475409836,26,568,542,297,-23,BOTH,STRAIGHT,0,2,4,
full_bag_check,14.000000,9999.000000,426,8,1780899024.754693985,14.279146433,113.991420,52.723702,16,236,1026,6,2,4,-0.926829268,0.482758621,25,567,542,296,-24,BOTH,STRAIGHT,0,1,0,
full_bag_check,14.000000,9999.000000,427,9,1780899024.785379648,14.309832096,114.728026,53.104132,16,236,963,6,2,4,-0.906666667,0.485714286,26,565,539,295,-25,BOTH,STRAIGHT,0,1,3,
