frame_idx,processed_idx,timestamp,rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,corner,fail_count,center_jump,lane_width_jump,suspicious_reasons
2252,2252,1780899085.953181744,75.477634,167.984460,43.350760,104,235,325,3,0,1,,0.695652174,,695,,432,112,RIGHT,STRAIGHT,0,1,,
2253,2253,1780899085.989850044,75.514302,168.892344,43.815191,102,235,313,2,0,0,,,,,,432,112,NONE,STRAIGHT,1,0,,mode_NONE
2254,2254,1780899086.022036552,75.546489,169.765369,44.180854,98,235,327,3,1,0,-0.692307692,,193,,,455,135,LEFT,STRAIGHT,0,23,,
2255,2255,1780899086.052032471,75.576485,170.024773,44.512373,99,235,329,2,0,0,,,,,,455,135,NONE,STRAIGHT,1,0,,mode_NONE
2256,2256,1780899086.088390112,75.612843,170.000355,44.781493,89,235,325,4,1,0,-0.693548387,,197,,,459,139,LEFT,STRAIGHT,0,4,,
2257,2257,1780899086.120000124,75.644453,169.503409,45.303030,92,235,326,3,1,0,-0.716417910,,199,,,461,141,LEFT,STRAIGHT,0,2,,
2258,2258,1780899086.154875755,75.679328,169.802599,45.682582,92,235,318,3,0,0,,,,,,461,141,NONE,STRAIGHT,1,0,,mode_NONE
2259,2259,1780899086.188575983,75.713028,170.221619,46.164228,91,235,320,2,0,0,,,,,,461,141,NONE,STRAIGHT,2,0,,mode_NONE
2260,2260,1780899086.220975161,75.745428,170.757940,46.701997,87,235,316,2,0,0,,,,,,461,141,NONE,STRAIGHT,3,0,,mode_NONE
2261,2261,1780899086.256583452,75.781036,171.010938,47.211936,83,235,319,3,0,0,,,,,,461,141,NONE,STRAIGHT,4,0,,mode_NONE
2262,2262,1780899086.289173603,75.813626,171.455696,47.660327,71,235,302,3,0,0,,,,,,461,141,NONE,STRAIGHT,5,0,,mode_NONE
2263,2263,1780899086.321464300,75.845917,172.316108,48.020798,61,235,302,3,1,0,-0.807692308,,226,,,488,168,LEFT,STRAIGHT,0,27,,
2264,2264,1780899086.359219313,75.883672,173.298722,48.410443,37,235,301,2,0,0,,,,,,488,168,NONE,STRAIGHT,1,0,,mode_NONE
2265,2265,1780899086.389808178,75.914261,173.806349,48.768430,23,235,358,4,1,0,-0.843750000,,237,,,499,179,LEFT,STRAIGHT,0,11,,
2266,2266,1780899086.424862146,75.949315,173.969091,49.053369,33,235,366,4,1,0,-0.857142857,,239,,,501,181,LEFT,STRAIGHT,0,2,,
2267,2267,1780899086.456480026,75.980932,174.225511,49.391110,22,236,357,2,0,0,,,,,,501,181,NONE,STRAIGHT,1,0,,mode_NONE
2268,2268,1780899086.488566637,76.013019,174.614304,49.696515,16,235,362,3,0,0,,,,,,501,181,NONE,STRAIGHT,2,0,,mode_NONE
2269,2269,1780899086.524297476,76.048750,174.954006,49.887401,16,236,377,3,0,0,,,,,,501,181,NONE,STRAIGHT,3,0,,mode_NONE
2270,2270,1780899086.556206226,76.080659,175.311250,50.046450,17,235,420,3,0,0,,,,,,501,181,NONE,STRAIGHT,4,0,,mode_NONE
2271,2271,1780899086.588816166,76.113269,175.501648,50.219937,16,235,431,4,0,0,,,,,,501,181,NONE,STRAIGHT,5,0,,mode_NONE
2272,2272,1780899086.625618935,76.150071,175.706932,50.251111,16,236,446,3,0,0,,,,,,501,181,NONE,STRAIGHT,6,0,,mode_NONE
2273,2273,1780899086.657695293,76.182148,175.774318,50.391642,16,235,474,3,0,0,,,,,,501,181,NONE,STRAIGHT,7,0,,mode_NONE
2274,2274,1780899086.692914009,76.217366,176.167173,50.263706,23,235,499,2,0,0,,,,,,501,181,NONE,STRAIGHT,8,0,,mode_NONE
2275,2275,1780899086.726222992,76.250675,176.657486,50.068820,16,235,537,3,0,0,,,,,,501,181,NONE,STRAIGHT,9,0,,mode_NONE
2276,2276,1780899086.757732153,76.282185,177.040625,49.778102,16,235,515,3,0,0,,,,,,501,181,NONE,STRAIGHT,10,0,,mode_NONE
2277,2277,1780899086.792819500,76.317272,177.388935,49.400343,16,236,556,4,0,0,,,,,,501,181,NONE,STRAIGHT,11,0,,mode_NONE
2278,2278,1780899086.825153112,76.349606,177.515355,49.144048,17,235,594,4,0,0,,,,,,501,181,NONE,STRAIGHT,12,0,,mode_NONE
2279,2279,1780899086.856912851,76.381365,177.163722,48.871689,16,236,622,7,1,0,-1.050000000,,253,,,515,195,LEFT,STRAIGHT,0,14,,
2280,2280,1780899086.894668579,76.419121,176.910540,48.413572,16,235,649,8,1,1,-1.047619048,0.846153846,250,627,377,438,118,BOTH,STRAIGHT,0,77,146,lane_width_jump
2281,2281,1780899086.924349070,76.448802,177.019773,47.991370,19,235,656,10,0,1,,0.892857143,,624,,383,63,RIGHT,STRAIGHT,0,55,,
2282,2282,1780899086.961075068,76.485528,176.852614,47.706058,23,235,672,8,0,0,,,,,,383,63,NONE,STRAIGHT,1,0,,mode_NONE
2283,2283,1780899086.991646528,76.516099,176.460810,47.450234,25,236,672,8,0,0,,,,,,383,63,NONE,STRAIGHT,2,0,,mode_NONE
2284,2284,1780899087.025273561,76.549726,175.893438,47.336064,23,235,644,7,0,0,,,,,,383,63,NONE,STRAIGHT,3,0,,mode_NONE
2285,2285,1780899087.062482357,76.586935,175.303196,47.179570,50,235,615,6,0,0,,,,,,383,63,NONE,STRAIGHT,4,0,,mode_NONE
2286,2286,1780899087.093368769,76.617821,174.630071,47.051289,71,235,576,6,0,0,,,,,,383,63,NONE,STRAIGHT,5,0,,mode_NONE
2287,2287,1780899087.125770569,76.650223,174.078438,46.924089,75,235,545,6,0,0,,,,,,383,63,NONE,STRAIGHT,6,0,,mode_NONE
2288,2288,1780899087.159379005,76.683831,173.433267,46.917494,65,235,503,6,1,0,-1.108695652,,226,,,466,146,LEFT,STRAIGHT,0,83,,center_jump
2289,2289,1780899087.194906235,76.719359,172.614858,46.819391,78,235,475,4,0,0,,,,,,466,146,NONE,STRAIGHT,1,0,,mode_NONE
2290,2290,1780899087.230365992,76.754818,171.708935,46.822632,73,235,429,5,1,0,-1.142857143,,217,,,457,137,LEFT,STRAIGHT,0,9,,
2291,2291,1780899087.260827065,76.785280,170.406009,46.952533,77,235,362,5,1,1,-1.108108108,0.520000000,212,716,504,464,144,BOTH,STRAIGHT,0,7,127,lane_width_jump
2292,2292,1780899087.293108702,76.817561,169.389347,46.884410,40,235,365,4,0,1,,0.533333333,,712,,468,148,RIGHT,STRAIGHT,0,4,,
2293,2293,1780899087.328857899,76.853310,168.468338,46.822597,43,235,354,3,0,1,,0.516129032,,709,,465,145,RIGHT,STRAIGHT,0,3,,
2294,2294,1780899087.360899448,76.885352,167.466477,46.721630,44,235,337,3,0,1,,0.526315789,,704,,460,140,RIGHT,STRAIGHT,0,5,,
2295,2295,1780899087.398846388,76.923299,166.627003,46.543415,47,235,348,3,0,1,,0.536585366,,700,,456,136,RIGHT,STRAIGHT,0,4,,
2296,2296,1780899087.430062294,76.954515,165.861690,46.336524,76,235,360,3,0,1,,0.522727273,,698,,454,134,RIGHT,STRAIGHT,0,2,,
2297,2297,1780899087.464262009,76.988714,164.906250,46.152834,75,235,342,4,1,1,-0.155555556,0.510204082,-307,697,1004,195,-125,BOTH,STRAIGHT,0,259,500,center_jump;lane_width_jump
2298,2298,1780899087.496631622,77.021084,164.370284,45.962736,80,235,345,4,3,1,-1.142857143,0.509803922,179,695,516,437,117,BOTH,STRAIGHT,0,242,488,center_jump;lane_width_jump
2299,2299,1780899087.528853416,77.053306,164.416293,45.857365,75,235,339,4,3,1,-1.147368421,0.488888889,181,703,522,442,122,BOTH,STRAIGHT,0,5,6,
2300,2300,1780899087.563464403,77.087917,164.827216,45.874870,75,235,311,3,1,1,-1.170212766,0.500000000,185,707,522,376,56,BOTH,LEFT,0,66,0,
2301,2301,1780899087.597706556,77.122159,165.394134,45.949142,75,235,329,3,1,1,-1.185714286,0.500000000,186,708,522,377,57,BOTH,LEFT,0,1,0,
2302,2302,1780899087.629375219,77.153828,165.472017,46.005374,76,235,341,4,1,1,-1.179487179,0.500000000,186,708,522,377,57,BOTH,LEFT,0,0,0,
2303,2303,1780899087.664074898,77.188527,165.543210,46.001630,78,235,325,4,1,1,-1.181818182,0.526315789,187,702,515,374,54,BOTH,LEFT,0,3,7,
2304,2304,1780899087.697271824,77.221724,165.683835,46.096226,76,235,353,3,1,1,-1.185185185,0.525000000,186,703,517,374,54,BOTH,LEFT,0,0,2,
2305,2305,1780899087.727799177,77.252252,165.913565,46.060373,71,235,294,3,1,1,-1.189873418,0.500000000,186,708,522,377,57,BOTH,LEFT,0,3,5,
2306,2306,1780899087.765836716,77.290289,166.195014,46.121027,73,235,318,3,1,1,-1.190476190,0.512195122,186,705,519,375,55,BOTH,LEFT,0,2,3,
2307,2307,1780899087.797606230,77.322059,166.479773,46.095160,79,235,310,3,0,1,,0.500000000,,707,,444,124,RIGHT,STRAIGHT,0,69,,
2308,2308,1780899087.829641104,77.354094,166.685156,46.169411,80,235,292,3,0,1,,0.526315789,,702,,439,119,RIGHT,STRAIGHT,0,5,,
2309,2309,1780899087.865312099,77.389765,166.699233,46.172749,77,235,394,5,0,1,,0.512820513,,706,,443,123,RIGHT,STRAIGHT,0,4,,
2310,2310,1780899087.897748232,77.422201,166.768722,46.151873,53,235,352,4,0,1,,0.526315789,,705,,442,122,RIGHT,STRAIGHT,0,1,,
2311,2311,1780899087.933585644,77.458038,167.148636,46.177654,31,235,421,3,0,1,,0.486486486,,715,,452,132,RIGHT,STRAIGHT,0,10,,
2312,2312,1780899087.965146542,77.489599,167.402983,46.285415,48,235,392,3,1,1,-1.235294118,0.486486486,194,715,521,384,64,BOTH,LEFT,0,68,2,
2313,2313,1780899087.999726772,77.524179,167.274602,46.344413,48,235,470,3,1,1,-1.234375000,0.514285714,194,710,516,382,62,BOTH,LEFT,0,2,5,
2314,2314,1780899088.035422802,77.559875,167.231293,46.269906,49,236,446,2,0,1,,0.514285714,,710,,449,129,RIGHT,STRAIGHT,0,67,,
2315,2315,1780899088.064853907,77.589306,167.038821,46.273116,52,236,446,3,1,1,-1.236363636,0.514285714,192,707,515,379,59,BOTH,LEFT,0,70,1,
2316,2316,1780899088.098069191,77.622522,166.719929,46.197763,56,235,392,4,1,1,-1.250000000,0.470588235,190,715,525,382,62,BOTH,LEFT,0,3,10,
2317,2317,1780899088.134165287,77.658618,166.211250,46.134004,52,235,381,4,1,1,-1.233333333,0.476190476,187,712,525,379,59,BOTH,LEFT,0,3,0,
2318,2318,1780899088.164869547,77.689322,165.798295,46.096038,61,235,360,4,1,1,-1.222222222,0.500000000,185,707,522,376,56,BOTH,LEFT,0,3,3,
2319,2319,1780899088.203023672,77.727476,165.590369,46.046509,35,235,325,3,1,1,-1.197368421,0.477272727,183,709,526,376,56,BOTH,LEFT,0,0,4,
2320,2320,1780899088.234345198,77.758798,165.463622,45.987098,58,235,318,3,2,1,-1.202247191,0.500000000,181,705,524,373,53,BOTH,LEFT,0,3,2,
2321,2321,1780899088.265511513,77.789964,164.947926,46.037148,64,235,290,3,2,1,-1.193181818,0.468085106,178,709,531,373,53,BOTH,LEFT,0,0,7,
2322,2322,1780899088.301412106,77.825865,164.368821,46.051007,73,235,270,3,2,1,-1.197530864,0.500000000,176,702,526,369,49,BOTH,LEFT,0,4,5,
2323,2323,1780899088.335323572,77.859776,163.783580,46.064931,79,235,295,4,3,1,-1.177777778,0.480000000,173,702,529,367,47,BOTH,LEFT,0,2,3,
2324,2324,1780899088.369621754,77.894074,162.761449,45.967204,72,235,298,3,2,1,-1.188888889,0.490566038,169,698,529,363,43,BOTH,LEFT,0,4,0,
2325,2325,1780899088.401996613,77.926449,161.815114,45.729788,79,235,301,3,2,1,-1.184782609,0.500000000,164,695,531,359,39,BOTH,LEFT,0,4,2,
2326,2326,1780899088.434509516,77.958962,160.853111,45.581929,75,235,305,4,2,2,-1.186813187,0.482142857,159,696,537,357,37,BOTH,LEFT,0,2,6,
2327,2327,1780899088.469296932,77.993749,160.041804,45.308818,76,235,309,3,2,1,-1.152173913,0.500000000,154,690,536,352,32,BOTH,LEFT,0,5,1,
2328,2328,1780899088.502010107,78.026463,159.169034,45.088447,65,235,297,4,3,1,-1.150943396,0.483870968,149,690,541,349,29,BOTH,LEFT,0,3,5,
2329,2329,1780899088.533526659,78.057979,158.690028,44.975004,68,235,311,3,2,1,-1.149253731,0.492537313,144,682,538,413,93,BOTH,STRAIGHT,0,64,3,
2330,2330,1780899088.567327976,78.091780,157.857216,44.740928,56,235,334,3,2,1,-1.141304348,0.507246377,140,675,535,407,87,BOTH,STRAIGHT,0,6,3,
2331,2331,1780899088.601602554,78.126055,157.125440,44.495518,42,235,359,4,3,1,-1.142857143,0.500000000,135,672,537,403,83,BOTH,STRAIGHT,0,4,2,
2332,2332,1780899088.635708094,78.160161,156.525767,44.316619,52,235,361,3,2,1,-1.080000000,0.500000000,129,668,539,398,78,BOTH,STRAIGHT,0,5,2,
2333,2333,1780899088.668957710,78.193410,155.815980,44.031231,70,235,387,5,3,2,-1.109589041,0.500000000,126,666,540,396,76,BOTH,STRAIGHT,0,2,1,
2334,2334,1780899088.702557325,78.227010,155.687187,43.995252,61,235,351,4,3,1,-1.135135135,0.481481481,126,672,546,399,79,BOTH,STRAIGHT,0,3,6,
2335,2335,1780899088.738121271,78.262574,155.979631,43.971320,62,235,347,3,2,1,-1.139534884,0.469135802,128,675,547,401,81,BOTH,STRAIGHT,0,2,1,
2336,2336,1780899088.769483805,78.293936,156.173239,43.947182,43,235,370,4,2,2,-1.079365079,0.481481481,128,672,544,400,80,BOTH,STRAIGHT,0,1,3,
2337,2337,1780899088.802220106,78.326673,156.112003,43.885032,66,235,363,3,2,1,-1.113636364,0.481481481,128,671,543,399,79,BOTH,STRAIGHT,0,1,1,
2338,2338,1780899088.837858200,78.362311,155.921903,43.823930,62,235,364,3,2,1,-1.125000000,0.481481481,127,671,544,399,79,BOTH,STRAIGHT,0,0,1,
2339,2339,1780899088.868813992,78.393266,155.975909,43.841520,69,235,373,3,2,1,-1.112244898,0.470588235,127,670,543,398,78,BOTH,STRAIGHT,0,1,1,
2340,2340,1780899088.905110598,78.429563,155.747330,43.859637,63,235,398,3,1,2,-1.103448276,0.500000000,126,664,538,395,75,BOTH,STRAIGHT,0,3,5,
2341,2341,1780899088.937672615,78.462125,155.369560,43.750338,16,235,410,3,2,1,-1.101123596,0.488372093,125,665,540,395,75,BOTH,STRAIGHT,0,0,2,
2342,2342,1780899088.968845367,78.493298,155.081392,43.824780,16,236,404,4,2,2,-1.103092784,0.481481481,125,666,541,395,75,BOTH,STRAIGHT,0,0,1,
2343,2343,1780899089.004930973,78.529383,155.050795,43.935247,16,235,419,4,3,1,-1.102040816,0.470588235,126,667,541,396,76,BOTH,STRAIGHT,0,1,0,
2344,2344,1780899089.037615776,78.562068,154.695781,43.908534,16,235,400,3,2,1,-1.076923077,0.482758621,123,665,542,394,74,BOTH,STRAIGHT,0,2,1,
2345,2345,1780899089.070127726,78.594580,154.424929,43.865545,16,236,411,3,2,1,-1.081081081,0.482758621,123,665,542,394,74,BOTH,STRAIGHT,0,0,0,
2346,2346,1780899089.104717493,78.629170,154.052713,43.783276,16,235,416,4,3,1,-1.068965517,0.470588235,121,667,546,394,74,BOTH,STRAIGHT,0,0,4,
2347,2347,1780899089.137676001,78.662128,153.615156,43.607221,16,235,417,4,2,2,-1.102564103,0.500000000,120,666,546,393,73,BOTH,STRAIGHT,0,1,0,
2348,2348,1780899089.172757387,78.697210,153.398622,43.634217,16,235,423,5,3,2,-1.073684211,0.487804878,119,666,547,392,72,BOTH,STRAIGHT,0,1,1,
2349,2349,1780899089.204776764,78.729229,153.241065,43.492066,65,235,434,4,3,1,-1.038461538,0.506849315,118,663,545,390,70,BOTH,STRAIGHT,0,2,2,
2350,2350,1780899089.238859415,78.763312,153.289915,43.606452,74,236,408,3,2,1,-1.069306931,0.505882353,118,660,542,389,69,BOTH,STRAIGHT,0,1,3,
2351,2351,1780899089.273343325,78.797796,153.127912,43.675338,80,235,377,4,3,1,-1.041666667,0.488888889,117,661,544,389,69,BOTH,STRAIGHT,0,0,2,
2352,2352,1780899089.304962397,78.829415,152.989446,43.680699,78,235,384,3,2,1,-1.061855670,0.488636364,116,660,544,388,68,BOTH,STRAIGHT,0,1,0,
2353,2353,1780899089.342314005,78.866766,152.737074,43.820699,43,235,396,3,2,1,-1.035714286,0.505494505,115,656,541,385,65,BOTH,STRAIGHT,0,3,3,
2354,2354,1780899089.374429464,78.898882,152.486619,43.773854,26,235,401,3,1,2,-1.033333333,0.500000000,114,656,542,385,65,BOTH,STRAIGHT,0,0,1,
2355,2355,1780899089.405690193,78.930143,152.291719,43.779286,34,235,406,3,2,1,-1.034883721,0.505494505,113,656,543,384,64,BOTH,STRAIGHT,0,1,1,
2356,2356,1780899089.441822052,78.966274,152.169929,43.764568,36,235,405,4,3,1,-1.000000000,0.505494505,112,655,543,383,63,BOTH,STRAIGHT,0,1,0,
2357,2357,1780899089.473659515,78.998112,152.107344,43.712099,83,235,461,6,3,1,-1.000000000,0.510869565,113,654,541,383,63,BOTH,STRAIGHT,0,0,2,
2358,2358,1780899089.506552458,79.031005,151.840909,43.665601,71,235,491,6,2,2,-1.027777778,0.505376344,112,653,541,382,62,BOTH,STRAIGHT,0,1,0,
2359,2359,1780899089.542084217,79.066537,151.471051,43.595402,51,235,544,6,2,2,-1.000000000,0.505376344,110,654,544,382,62,BOTH,STRAIGHT,0,0,3,
2360,2360,1780899089.574390888,79.098843,151.035085,43.486295,74,235,568,7,3,2,-1.000000000,0.506024096,109,653,544,381,61,BOTH,STRAIGHT,0,1,0,
2361,2361,1780899089.610513210,79.134966,150.782429,43.336716,81,235,608,5,2,1,-1.000000000,0.521739130,109,649,540,379,59,BOTH,STRAIGHT,0,2,4,
2362,2362,1780899089.640909433,79.165362,150.314773,43.207638,83,235,668,8,3,1,-0.942857143,0.510416667,105,649,544,377,57,BOTH,STRAIGHT,0,2,4,
2363,2363,1780899089.673681021,79.198133,149.678494,42.992521,76,236,701,7,2,2,-1.000000000,0.521739130,108,648,540,378,58,BOTH,STRAIGHT,0,1,4,
2364,2364,1780899089.709391356,79.233844,149.230455,42.863182,68,236,755,8,3,2,-1.000000000,0.521276596,108,648,540,378,58,BOTH,STRAIGHT,0,0,0,
2365,2365,1780899089.741985798,79.266438,148.587940,42.913425,26,235,842,10,6,2,-1.000000000,0.517857143,109,647,538,378,58,BOTH,STRAIGHT,0,0,2,
2366,2366,1780899089.772570133,79.297023,147.751847,42.770683,17,235,884,10,5,2,-0.967741935,0.507462687,108,649,541,378,58,BOTH,STRAIGHT,0,0,3,
2367,2367,1780899089.808816910,79.333269,146.811804,42.591545,21,235,1010,13,8,2,-1.000000000,0.512195122,108,648,540,378,58,BOTH,STRAIGHT,0,0,1,
2368,2368,1780899089.841545105,79.365998,145.849077,42.210026,16,236,1051,11,4,2,-0.953488372,0.526315789,105,646,541,375,55,BOTH,STRAIGHT,0,3,1,
2369,2369,1780899089.878489017,79.402941,144.721122,41.898862,16,235,1141,11,4,1,-1.000000000,0.523809524,106,648,542,377,57,BOTH,STRAIGHT,0,2,1,
2370,2370,1780899089.908651829,79.433104,143.877855,41.669075,16,235,1170,12,4,1,-0.970149254,0.529411765,102,647,545,374,54,BOTH,STRAIGHT,0,3,3,
2371,2371,1780899089.941879034,79.466331,143.017841,41.397058,16,236,1075,12,5,1,-0.935483871,0.528089888,101,646,545,373,53,BOTH,STRAIGHT,0,1,0,
2372,2372,1780899089.976942778,79.501395,142.320000,41.499261,20,236,1006,11,3,3,-0.968085106,0.485294118,102,649,547,375,55,BOTH,STRAIGHT,0,2,2,
2373,2373,1780899090.007634878,79.532087,141.532955,41.381440,17,236,1110,14,8,2,-0.909090909,0.507936508,99,646,547,372,52,BOTH,STRAIGHT,0,3,0,
2374,2374,1780899090.041052341,79.565505,140.964247,41.420813,19,235,1116,12,9,2,-0.965517241,0.512500000,101,643,542,372,52,BOTH,STRAIGHT,0,0,5,
2375,2375,1780899090.078345060,79.602798,140.375810,41.392782,21,235,1166,10,4,2,-0.967741935,0.410256410,100,452,352,276,-44,BOTH,STRAIGHT,0,96,190,center_jump;lane_width_jump
2376,2376,1780899090.109771252,79.634224,139.727344,41.203245,19,236,1208,11,8,2,-0.441860465,0.410256410,0,443,443,221,-99,BOTH,STRAIGHT,0,55,91,
2377,2377,1780899090.144901991,79.669354,139.180653,41.135501,16,235,1154,10,8,1,-0.960000000,0.505617978,99,641,542,370,50,BOTH,STRAIGHT,0,149,99,center_jump
2378,2378,1780899090.178535938,79.702988,138.765043,41.062584,16,235,1130,9,6,2,-0.944444444,0.510416667,98,640,542,369,49,BOTH,STRAIGHT,0,1,0,
2379,2379,1780899090.211364031,79.735816,138.678097,40.886348,16,235,1135,12,10,2,-0.916666667,0.512195122,97,639,542,368,48,BOTH,STRAIGHT,0,1,0,
2380,2380,1780899090.245715618,79.770168,138.643636,40.727331,16,235,1142,10,8,2,-0.936507937,0.507042254,98,640,542,369,49,BOTH,STRAIGHT,0,1,0,
2381,2381,1780899090.277853966,79.802306,138.809474,40.363651,16,235,1191,9,7,2,-0.918918919,0.510204082,97,638,541,367,47,BOTH,STRAIGHT,0,2,1,
2382,2382,1780899090.311760902,79.836213,139.014190,40.130907,16,235,1250,7,6,1,-0.916666667,0.509433962,97,635,538,366,46,BOTH,STRAIGHT,0,1,3,
2383,2383,1780899090.343680143,79.868133,139.220710,39.912564,19,236,1272,12,10,2,-0.900000000,0.512195122,95,635,540,365,45,BOTH,STRAIGHT,0,1,2,
2384,2384,1780899090.378153324,79.902606,139.289972,39.557764,16,235,1312,13,10,2,-0.934782609,0.527777778,96,632,536,364,44,BOTH,STRAIGHT,0,1,4,
2385,2385,1780899090.413054943,79.937507,139.138693,39.338022,16,236,1525,22,19,2,-0.904109589,0.510416667,99,640,541,369,49,BOTH,STRAIGHT,0,5,5,
2386,2386,1780899090.445912600,79.970365,139.022514,39.209721,16,235,1576,23,15,1,-0.931506849,0.510869565,105,645,540,375,55,BOTH,STRAIGHT,0,6,1,
2387,2387,1780899090.477064371,80.001517,138.983324,39.092122,16,236,1644,24,15,2,-0.920634921,0.525773196,111,645,534,378,58,BOTH,STRAIGHT,0,3,6,
2388,2388,1780899090.514163494,80.038616,139.221420,39.152325,16,235,1574,18,11,2,-0.928571429,0.531250000,112,643,531,377,57,BOTH,STRAIGHT,0,1,3,
2389,2389,1780899090.546309233,80.070762,139.390739,39.084732,16,235,1488,15,10,2,-0.902912621,0.531914894,109,641,532,375,55,BOTH,STRAIGHT,0,2,1,
2390,2390,1780899090.581765175,80.106218,139.433466,38.842994,16,235,1505,18,14,2,-0.904761905,0.531250000,105,641,536,373,53,BOTH,STRAIGHT,0,2,4,
2391,2391,1780899090.612855434,80.137308,139.500526,39.015167,16,235,1446,16,11,1,-0.925925926,0.546391753,106,639,533,372,52,BOTH,STRAIGHT,0,1,3,
2392,2392,1780899090.645666122,80.170119,139.829645,39.264059,16,235,1390,15,9,2,-0.932038835,0.535714286,104,640,536,372,52,BOTH,STRAIGHT,0,0,3,
2393,2393,1780899090.680963278,80.205416,140.365653,39.542161,16,236,1285,12,10,1,-0.901098901,0.533333333,102,637,535,369,49,BOTH,STRAIGHT,0,3,1,
2394,2394,1780899090.713132620,80.237585,141.008778,39.694238,16,235,1271,12,9,1,-0.902173913,0.550000000,102,634,532,368,48,BOTH,STRAIGHT,0,1,3,
2395,2395,1780899090.745074511,80.269527,141.393523,39.731757,16,236,1245,15,14,1,-0.900900901,0.548076923,102,635,533,368,48,BOTH,STRAIGHT,0,0,1,
2396,2396,1780899090.783211470,80.307664,141.508878,40.140505,16,236,1223,14,12,2,-0.901960784,0.552380952,102,631,529,366,46,BOTH,STRAIGHT,0,2,4,
2397,2397,1780899090.812861919,80.337314,141.672188,40.196133,16,235,1243,15,12,3,-0.921052632,0.552380952,101,631,530,366,46,BOTH,STRAIGHT,0,0,1,
2398,2398,1780899090.848753214,80.373206,141.648281,40.188082,16,235,1268,14,12,2,-0.904761905,0.552380952,101,632,531,366,46,BOTH,STRAIGHT,0,0,1,
2399,2399,1780899090.881876707,80.406329,141.768778,40.267888,16,235,1251,13,11,2,-0.901408451,0.552380952,99,632,533,365,45,BOTH,STRAIGHT,0,1,2,
2400,2400,1780899090.914586067,80.439039,141.797330,40.432559,16,236,1229,11,9,2,-0.902439024,0.551401869,99,631,532,365,45,BOTH,STRAIGHT,0,0,1,
2401,2401,1780899090.950341463,80.474794,141.908849,40.672261,16,236,1236,11,9,2,-0.903225806,0.535714286,100,635,535,367,47,BOTH,STRAIGHT,0,2,3,
2402,2402,1780899090.981621981,80.506074,142.114858,40.889590,16,236,1238,10,7,2,-0.863636364,0.551401869,98,631,533,364,44,BOTH,STRAIGHT,0,3,2,
2403,2403,1780899091.013403177,80.537856,142.511122,41.054249,16,236,1169,7,5,2,-0.900826446,0.541666667,98,633,535,365,45,BOTH,STRAIGHT,0,1,2,
2404,2404,1780899091.048610687,80.573063,143.070014,41.268261,16,236,1087,7,5,2,-0.869565217,0.550458716,95,628,533,361,41,BOTH,STRAIGHT,0,4,2,
2405,2405,1780899091.080917835,80.605370,143.631051,41.122444,16,236,1076,7,5,2,-0.892857143,0.555555556,97,629,532,363,43,BOTH,STRAIGHT,0,2,1,
2406,2406,1780899091.116919756,80.641372,143.921207,40.863796,16,236,1079,4,3,1,-0.870588235,0.550458716,94,629,535,361,41,BOTH,STRAIGHT,0,2,3,
2407,2407,1780899091.149352551,80.673805,144.044844,40.846428,19,236,1006,7,4,2,-0.891891892,0.553191489,95,630,535,362,42,BOTH,STRAIGHT,0,1,0,
2408,2408,1780899091.181429386,80.705882,144.313679,40.904239,16,236,948,4,3,1,-0.851351351,0.568421053,92,629,537,360,40,BOTH,STRAIGHT,0,2,2,
2409,2409,1780899091.220416307,80.744869,145.067145,41.390646,17,236,940,5,3,2,-0.871794872,0.554216867,93,628,535,360,40,BOTH,STRAIGHT,0,0,2,
2410,2410,1780899091.248985052,80.773438,145.905469,41.449071,16,236,919,5,4,1,-0.870967742,0.556603774,93,627,534,360,40,BOTH,STRAIGHT,0,0,1,
2411,2411,1780899091.286629438,80.811082,146.677670,41.455856,16,236,801,6,4,2,-0.900000000,0.569444444,93,627,534,360,40,BOTH,STRAIGHT,0,0,0,
2412,2412,1780899091.318024635,80.842477,147.404901,41.766668,16,236,723,6,4,2,-0.892857143,0.560975610,92,629,537,360,40,BOTH,STRAIGHT,0,0,3,
2413,2413,1780899091.349790812,80.874243,148.226605,42.065601,53,236,612,5,3,2,-0.843750000,0.557894737,88,630,542,359,39,BOTH,STRAIGHT,0,1,5,
2414,2414,1780899091.384793043,80.909245,149.026307,42.158800,51,236,525,5,3,2,-0.868421053,0.552941176,88,630,542,359,39,BOTH,STRAIGHT,0,0,0,
2415,2415,1780899091.416115761,80.940568,149.606804,42.235169,73,235,488,3,2,1,-0.842105263,0.574074074,85,626,541,355,35,BOTH,STRAIGHT,0,4,1,
2416,2416,1780899091.448257446,80.972710,149.772287,42.293299,82,236,458,4,2,2,-0.884615385,0.572727273,86,625,539,355,35,BOTH,STRAIGHT,0,0,2,
2417,2417,1780899091.484506369,81.008959,149.988793,42.267969,68,235,440,4,2,2,-0.873786408,0.572727273,85,624,539,354,34,BOTH,STRAIGHT,0,1,0,
2418,2418,1780899091.521363974,81.045816,149.451009,41.978502,75,235,437,5,3,2,-0.884615385,0.555555556,83,629,546,356,36,BOTH,STRAIGHT,0,2,7,
