frame_idx,processed_idx,timestamp,rel_time,roi_mean,roi_std,roi_min,roi_max,edge_pixel_count,hough_line_count,left_line_count,right_line_count,left_slope,right_slope,lpos,rpos,lane_width,center,center_error,mode,corner,fail_count,center_jump,lane_width_jump,suspicious_reasons
428,428,1780899024.817679405,14.342132,115.499276,53.055537,16,236,926,7,3,4,-0.907894737,0.446428571,26,595,569,310,-10,BOTH,STRAIGHT,0,2,2,
429,429,1780899024.854020834,14.378473,115.718366,53.074211,16,236,872,7,2,5,-0.898876404,0.489795918,27,565,538,296,-24,BOTH,STRAIGHT,0,14,31,
430,430,1780899024.885658979,14.410111,116.038935,53.155585,16,235,822,6,3,3,-0.900000000,0.505434783,29,563,534,296,-24,BOTH,STRAIGHT,0,0,4,
431,431,1780899024.923285007,14.447737,116.306278,53.232002,16,236,827,8,4,4,-0.897727273,0.467625899,30,592,562,311,-9,BOTH,STRAIGHT,0,15,28,
432,432,1780899024.954689026,14.479141,116.383565,53.210045,16,235,841,6,2,4,-0.901234568,0.468468468,30,592,562,311,-9,BOTH,STRAIGHT,0,0,0,
433,433,1780899024.985708237,14.510161,116.140980,53.139147,16,236,857,7,3,4,-0.870129870,0.483146067,30,590,560,310,-10,BOTH,STRAIGHT,0,1,2,
434,434,1780899025.021608114,14.546061,115.898366,53.046494,16,236,864,6,3,3,-0.873417722,0.535714286,31,563,532,297,-23,BOTH,STRAIGHT,0,13,28,
435,435,1780899025.054200172,14.578653,116.172557,53.009513,16,235,872,7,4,3,-0.870588235,0.528735632,32,567,535,299,-21,BOTH,STRAIGHT,0,2,3,
436,436,1780899025.087039471,14.611492,116.571435,53.084280,16,236,928,9,5,4,-0.845238095,0.528735632,34,567,533,300,-20,BOTH,STRAIGHT,0,1,2,
437,437,1780899025.122685671,14.647138,116.850511,53.064129,16,236,926,7,3,4,-0.854545455,0.500000000,36,596,560,316,-4,BOTH,STRAIGHT,0,16,27,
438,438,1780899025.154124737,14.678577,117.069787,52.921754,16,236,936,8,4,4,-0.848837209,0.500000000,39,596,557,317,-3,BOTH,STRAIGHT,0,1,3,
439,439,1780899025.191286325,14.715739,117.122756,52.576128,16,236,938,8,4,4,-0.864864865,0.531791908,41,569,528,305,-15,BOTH,STRAIGHT,0,12,29,
440,440,1780899025.224868059,14.749321,117.155724,52.198086,16,236,961,9,4,4,-0.867924528,0.549382716,42,569,527,305,-15,BOTH,STRAIGHT,0,0,1,
441,441,1780899025.254300356,14.778753,117.286449,51.886199,16,235,930,9,5,4,-0.850000000,0.553571429,42,569,527,305,-15,BOTH,STRAIGHT,0,0,0,
442,442,1780899025.290753603,14.815206,117.533082,51.759366,16,235,898,7,3,4,-0.818181818,0.571428571,37,566,529,301,-19,BOTH,STRAIGHT,0,4,2,
443,443,1780899025.321560383,14.846013,117.575994,51.710606,16,236,846,7,3,4,-0.823529412,0.573964497,34,563,529,298,-22,BOTH,STRAIGHT,0,3,0,
444,444,1780899025.359040737,14.883493,117.903849,51.834155,19,235,814,7,2,5,-0.838709677,0.569620253,31,561,530,296,-24,BOTH,STRAIGHT,0,2,1,
445,445,1780899025.389338493,14.913791,118.373949,51.919121,16,235,800,4,1,3,-0.842105263,0.574712644,31,560,529,295,-25,BOTH,STRAIGHT,0,1,1,
446,446,1780899025.422024727,14.946477,118.779602,52.150492,16,235,815,10,4,6,-0.750000000,0.563636364,11,560,549,285,-35,BOTH,STRAIGHT,0,10,20,
447,447,1780899025.458657742,14.983110,119.034119,52.368426,16,235,798,8,3,5,-0.750000000,0.522727273,10,586,576,298,-22,BOTH,STRAIGHT,0,13,27,
448,448,1780899025.490075827,15.014528,119.703438,52.642216,26,235,785,8,2,6,-0.810810811,0.579310345,26,556,530,291,-29,BOTH,STRAIGHT,0,7,46,
449,449,1780899025.522577524,15.047030,120.354332,52.871270,19,235,815,8,2,5,-0.835164835,0.576576577,26,554,528,290,-30,BOTH,STRAIGHT,0,1,2,
450,450,1780899025.559649229,15.084102,120.833920,53.104636,16,235,781,7,2,5,-0.846153846,0.578947368,26,552,526,289,-31,BOTH,STRAIGHT,0,1,2,
451,451,1780899025.589991093,15.114444,121.285313,53.137125,16,235,788,7,2,5,-0.838709677,0.579617834,28,552,524,290,-30,BOTH,STRAIGHT,0,1,2,
452,452,1780899025.626680851,15.151133,121.632571,53.136532,16,236,785,6,2,4,-0.840909091,0.530973451,30,581,551,305,-15,BOTH,STRAIGHT,0,15,27,
453,453,1780899025.659774542,15.184227,121.957912,53.344637,16,236,829,8,3,5,-0.800000000,0.577464789,31,554,523,292,-28,BOTH,STRAIGHT,0,13,28,
454,454,1780899025.690304279,15.214757,122.089148,53.334191,16,235,853,9,3,6,-0.810810811,0.593406593,31,553,522,292,-28,BOTH,STRAIGHT,0,0,1,
455,455,1780899025.725294590,15.249747,122.335313,53.395784,20,235,849,8,2,6,-0.810000000,0.579710145,35,556,521,295,-25,BOTH,STRAIGHT,0,3,1,
456,456,1780899025.757246733,15.281699,122.189545,53.400195,20,235,838,7,3,4,-0.808988764,0.548076923,38,586,548,312,-8,BOTH,STRAIGHT,0,17,27,
457,457,1780899025.789856672,15.314309,122.244588,53.368971,22,235,842,6,2,4,-0.810000000,0.596385542,41,564,523,302,-18,BOTH,STRAIGHT,0,10,25,
458,458,1780899025.825947523,15.350400,122.312401,53.377850,23,235,796,6,3,3,-0.805309735,0.598765432,44,567,523,305,-15,BOTH,STRAIGHT,0,3,0,
459,459,1780899025.857957363,15.382410,122.435739,53.526173,16,235,776,8,3,5,-0.788888889,0.600000000,47,574,527,310,-10,BOTH,STRAIGHT,0,5,4,
460,460,1780899025.893528223,15.417981,123.070966,53.789747,22,236,787,10,5,5,-0.782608696,0.581395349,50,576,526,313,-7,BOTH,STRAIGHT,0,3,1,
461,461,1780899025.926761866,15.451214,122.897869,53.878805,27,235,751,10,5,5,-0.800000000,0.596491228,55,579,524,317,-3,BOTH,STRAIGHT,0,4,2,
462,462,1780899025.959074020,15.483526,122.829162,53.898774,31,235,747,7,2,4,-0.784090909,0.601562500,56,583,527,319,-1,BOTH,STRAIGHT,0,2,3,
463,463,1780899025.994172096,15.518625,123.008722,54.133494,37,235,823,9,3,4,-0.796610169,0.580645161,60,590,530,325,5,BOTH,STRAIGHT,0,6,3,
464,464,1780899026.025376797,15.549829,123.387841,54.685799,30,236,870,8,2,4,-0.782608696,0.614035088,63,592,529,327,7,BOTH,STRAIGHT,0,2,1,
465,465,1780899026.057199955,15.581652,123.635625,55.051071,16,235,902,10,3,4,-0.769230769,0.604651163,63,593,530,328,8,BOTH,STRAIGHT,0,1,1,
466,466,1780899026.094463587,15.618916,124.030256,55.463500,16,235,1096,14,4,4,-0.756756757,0.625954198,60,590,530,325,5,BOTH,STRAIGHT,0,3,0,
467,467,1780899026.126348734,15.650801,124.121946,55.545572,16,235,1174,15,2,5,-0.781512605,0.568965517,58,614,556,336,16,BOTH,STRAIGHT,0,11,26,
468,468,1780899026.162187099,15.686640,124.090199,55.568692,16,236,1195,13,2,3,-0.732394366,0.622222222,54,590,536,322,2,BOTH,STRAIGHT,0,14,20,
469,469,1780899026.193458319,15.717911,124.937543,55.947651,16,235,1251,14,3,3,-0.774193548,0.625000000,56,590,534,323,3,BOTH,STRAIGHT,0,1,2,
470,470,1780899026.225980997,15.750433,125.758821,56.304288,16,236,1325,16,2,4,-0.783132530,0.623931624,54,589,535,321,1,BOTH,STRAIGHT,0,2,1,
471,471,1780899026.260753393,15.785206,126.605256,56.658513,16,236,1376,14,3,3,-0.763157895,0.623853211,54,587,533,320,0,BOTH,STRAIGHT,0,1,2,
472,472,1780899026.293642044,15.818094,127.254631,57.120533,16,236,1410,19,2,4,-0.780701754,0.623762376,55,585,530,320,0,BOTH,STRAIGHT,0,0,3,
473,473,1780899026.332396984,15.856849,127.814162,57.377208,16,236,1424,20,4,5,-0.761904762,0.600000000,55,586,531,320,0,BOTH,STRAIGHT,0,0,1,
474,474,1780899026.363523722,15.887976,128.290597,57.588138,16,236,1443,21,4,6,-0.787878788,0.619047619,57,583,526,320,0,BOTH,STRAIGHT,0,0,5,
475,475,1780899026.395004272,15.919457,128.549929,57.723933,16,236,1489,17,3,4,-0.789473684,0.626262626,57,584,527,320,0,BOTH,STRAIGHT,0,0,1,
476,476,1780899026.430569887,15.955022,129.173480,58.065209,16,236,1544,18,3,4,-0.764705882,0.577586207,55,606,551,330,10,BOTH,STRAIGHT,0,10,24,
477,477,1780899026.462946415,15.987399,129.657713,58.308376,16,236,1593,22,4,7,-0.742857143,0.594594595,51,584,533,317,-3,BOTH,STRAIGHT,0,13,18,
478,478,1780899026.495793819,16.020246,130.002969,58.576223,16,236,1641,19,2,4,-0.756756757,0.624060150,50,581,531,315,-5,BOTH,STRAIGHT,0,2,2,
479,479,1780899026.530662775,16.055115,131.285114,59.281203,16,236,1703,19,3,5,-0.702127660,0.580645161,45,587,542,316,-4,BOTH,STRAIGHT,0,1,11,
480,480,1780899026.562589645,16.087042,132.189730,59.830609,16,236,1750,21,3,5,-0.755102041,0.606060606,51,587,536,319,-1,BOTH,STRAIGHT,0,3,6,
481,481,1780899026.597241402,16.121694,134.435199,60.714762,16,236,1825,18,3,5,-0.750000000,0.578947368,56,597,541,326,6,BOTH,STRAIGHT,0,7,5,
482,482,1780899026.629274607,16.153727,136.840185,61.790747,16,236,1935,20,4,5,-0.730158730,0.636363636,60,591,531,325,5,BOTH,STRAIGHT,0,1,10,
483,483,1780899026.662574530,16.187027,137.557926,62.313696,16,236,2025,22,5,4,-1.000000000,0.622641509,132,593,461,362,42,BOTH,STRAIGHT,0,37,70,
484,484,1780899026.697451353,16.221904,139.339219,63.011871,16,236,2108,23,5,4,-1.111111111,0.610169492,150,598,448,374,54,BOTH,STRAIGHT,0,12,13,
485,485,1780899026.730000496,16.254453,141.059148,63.560001,16,236,2246,21,4,4,-0.756410256,0.621212121,69,598,529,333,13,BOTH,STRAIGHT,0,41,81,
486,486,1780899026.760050774,16.284503,142.924830,64.085397,16,236,2358,26,4,4,-1.047619048,0.594594595,156,604,448,380,60,BOTH,STRAIGHT,0,47,81,
487,487,1780899026.797541142,16.321994,145.176932,64.807261,16,236,2317,30,5,8,-1.043478261,1.294117647,156,450,294,303,-17,BOTH,STRAIGHT,0,77,154,lane_width_jump
488,488,1780899026.829721689,16.354174,143.523608,63.964012,16,236,2258,27,5,7,-1.000000000,1.375000000,154,447,293,300,-20,BOTH,STRAIGHT,0,3,1,
489,489,1780899026.867621660,16.392074,140.078651,62.288282,16,236,2120,29,5,9,-1.120000000,1.444444444,154,444,290,299,-21,BOTH,STRAIGHT,0,1,3,
490,490,1780899026.898447037,16.422899,138.063395,61.472297,16,236,1988,22,6,9,-1.764705882,1.444444444,208,445,237,256,-64,BOTH,LEFT,0,43,53,
491,491,1780899026.929491043,16.453943,136.785128,61.189336,16,236,1985,21,6,8,-1.666666667,1.450000000,207,445,238,256,-64,BOTH,LEFT,0,0,1,
492,492,1780899026.966398478,16.490851,136.240838,61.157265,16,236,2033,23,6,8,-1.650000000,1.500000000,207,444,237,255,-65,BOTH,LEFT,0,1,1,
493,493,1780899026.998740196,16.523193,136.031719,61.319886,16,236,2081,21,7,7,-1.666666667,1.478260870,207,445,238,256,-64,BOTH,LEFT,0,1,1,
494,494,1780899027.031040668,16.555493,135.791548,61.359974,16,236,2150,24,9,8,-1.681818182,1.307692308,207,446,239,256,-64,BOTH,LEFT,0,0,1,
495,495,1780899027.066016436,16.590469,136.141861,61.563299,16,236,2232,28,10,8,-1.235294118,1.423076923,189,445,256,247,-73,BOTH,LEFT,0,9,17,
496,496,1780899027.098486900,16.622939,136.773750,61.939694,16,236,2301,27,9,8,-1.750000000,1.481481481,207,445,238,256,-64,BOTH,LEFT,0,9,18,
497,497,1780899027.132313251,16.656766,137.946989,62.404275,16,236,2410,37,10,12,-2.043478261,1.050000000,225,487,262,286,-34,BOTH,LEFT,0,30,24,
498,498,1780899027.164079905,16.688532,139.321946,63.009598,16,236,2531,31,11,9,-2.083333333,1.045454545,224,487,263,285,-35,BOTH,LEFT,0,1,1,
499,499,1780899027.196921349,16.721374,140.029702,63.403229,16,236,2532,35,11,11,-1.958333333,1.086956522,225,487,262,286,-34,BOTH,LEFT,0,1,1,
500,500,1780899027.233088493,16.757541,140.209716,63.285353,16,236,2549,31,11,11,-2.047619048,1.047619048,224,487,263,285,-35,BOTH,LEFT,0,1,1,
501,501,1780899027.266134977,16.790587,139.840682,63.118882,16,236,2588,37,13,9,-2.000000000,1.000000000,224,490,266,287,-33,BOTH,LEFT,0,2,3,
502,502,1780899027.301914215,16.826367,138.842088,62.864687,16,236,2527,29,11,10,-1.230769231,1.000000000,189,490,301,269,-51,BOTH,LEFT,0,18,35,
503,503,1780899027.333998203,16.858451,138.351278,62.696329,16,236,2534,31,11,11,-1.285714286,1.000000000,189,491,302,270,-50,BOTH,LEFT,0,1,1,
504,504,1780899027.366352797,16.890805,137.163523,62.417245,16,236,2474,28,10,10,-1.250000000,1.033333333,191,487,296,269,-51,BOTH,LEFT,0,1,6,
505,505,1780899027.404606104,16.929059,135.892827,62.050971,16,236,2437,30,10,11,-1.233333333,1.032258065,190,488,298,269,-51,BOTH,LEFT,0,0,2,
506,506,1780899027.435210466,16.959663,134.970213,61.642996,16,236,2373,33,11,11,-1.281250000,1.541666667,190,423,233,236,-84,BOTH,LEFT,0,33,65,
507,507,1780899027.465624332,16.990077,133.805014,61.472512,16,236,2243,26,10,8,-1.264705882,1.586206897,190,421,231,235,-85,BOTH,LEFT,0,1,2,
508,508,1780899027.501253605,17.025706,133.252827,61.590113,16,236,2152,27,11,10,-1.285714286,1.633333333,190,422,232,236,-84,BOTH,LEFT,0,1,1,
509,509,1780899027.533876419,17.058329,132.276037,61.641092,16,236,2097,25,10,10,-1.270270270,1.562500000,190,421,231,235,-85,BOTH,LEFT,0,1,1,
510,510,1780899027.570754528,17.095207,131.516236,61.636811,16,236,2001,22,9,8,-1.257142857,1.542857143,190,421,231,235,-85,BOTH,LEFT,0,0,0,
511,511,1780899027.604843616,17.129296,130.073153,61.262042,16,236,1921,22,9,8,-1.290322581,1.500000000,189,421,232,235,-85,BOTH,LEFT,0,0,1,
512,512,1780899027.634040356,17.158493,128.591051,60.905202,16,236,1799,18,7,9,-1.320000000,1.571428571,189,421,232,235,-85,BOTH,LEFT,0,0,0,
513,513,1780899027.669255495,17.193708,127.149219,60.335354,16,236,1666,17,7,9,-1.300000000,2.125000000,190,402,212,226,-94,BOTH,LEFT,0,9,20,
514,514,1780899027.701511621,17.225964,125.313679,59.483664,16,236,1525,17,6,9,-1.043478261,1.631578947,175,420,245,297,-23,BOTH,STRAIGHT,0,71,33,
515,515,1780899027.733520031,17.257972,123.247912,58.398157,16,236,1395,13,4,8,-0.754385965,1.533333333,60,418,358,239,-81,BOTH,STRAIGHT,0,58,113,lane_width_jump
516,516,1780899027.769668341,17.294121,121.211193,57.276846,16,236,1210,10,3,6,-0.752475248,1.107142857,60,489,429,274,-46,BOTH,STRAIGHT,0,35,71,
517,517,1780899027.802437544,17.326890,119.748097,56.403611,16,236,1130,11,4,6,-0.753086420,0.634146341,60,589,529,324,4,BOTH,STRAIGHT,0,50,100,
518,518,1780899027.841665268,17.366118,118.234403,55.893361,16,235,1013,8,3,5,-0.756756757,0.625000000,60,591,531,325,5,BOTH,STRAIGHT,0,1,2,
519,519,1780899027.869588614,17.394041,117.305994,55.326389,16,236,959,9,4,4,-0.757009346,0.625000000,59,590,531,324,4,BOTH,STRAIGHT,0,1,0,
520,520,1780899027.901517630,17.425970,116.200327,54.793428,16,236,919,9,5,4,-0.769230769,0.623762376,59,589,530,324,4,BOTH,STRAIGHT,0,0,1,
521,521,1780899027.938050270,17.462503,115.124162,54.216740,16,236,883,10,5,5,-0.764705882,0.623762376,59,590,531,324,4,BOTH,STRAIGHT,0,0,1,
522,522,1780899027.969258070,17.493711,114.346648,53.902375,16,235,877,9,6,3,-0.640000000,0.611111111,31,591,560,311,-9,BOTH,STRAIGHT,0,13,29,
523,523,1780899028.001335859,17.525788,113.716932,53.495123,16,236,875,11,6,5,-0.655172414,0.638888889,33,588,555,310,-10,BOTH,STRAIGHT,0,1,5,
524,524,1780899028.037250757,17.561703,113.108295,53.086739,16,235,891,9,5,4,-0.677419355,0.636363636,32,589,557,310,-10,BOTH,STRAIGHT,0,0,2,
525,525,1780899028.070301294,17.594754,113.122472,52.990389,16,235,935,10,6,4,-0.771428571,0.649253731,56,586,530,321,1,BOTH,STRAIGHT,0,11,27,
526,526,1780899028.107583284,17.632036,112.750213,52.833943,16,235,1029,13,6,5,-0.666666667,0.593750000,33,609,576,321,1,BOTH,STRAIGHT,0,0,46,
527,527,1780899028.138553143,17.663006,111.984815,52.397463,16,236,1076,12,6,4,-0.100000000,0.603174603,-422,590,1012,84,-236,BOTH,STRAIGHT,0,237,436,center_jump;lane_width_jump
528,528,1780899028.170991182,17.695444,111.801364,52.112684,16,236,1080,14,7,6,-0.659574468,0.630434783,34,585,551,309,-11,BOTH,STRAIGHT,0,225,461,center_jump;lane_width_jump
529,529,1780899028.207319975,17.731772,111.225568,51.619146,16,236,1073,11,5,5,-0.666666667,0.623376623,32,587,555,309,-11,BOTH,STRAIGHT,0,0,4,
530,530,1780899028.238740444,17.763193,110.722770,51.058750,16,235,1085,15,9,5,-0.767441860,0.595238095,53,609,556,331,11,BOTH,STRAIGHT,0,22,1,
531,531,1780899028.274373770,17.798826,110.016932,50.620426,16,236,1077,11,5,5,-0.676923077,0.623762376,31,587,556,309,-11,BOTH,STRAIGHT,0,22,0,
532,532,1780899028.306235313,17.830688,109.409503,50.161758,16,235,1112,12,6,5,-0.671428571,0.622950820,31,587,556,309,-11,BOTH,STRAIGHT,0,0,0,
533,533,1780899028.340660572,17.865113,108.621562,49.617930,16,235,1157,11,5,4,-0.700000000,0.624060150,35,590,555,312,-8,BOTH,STRAIGHT,0,3,1,
534,534,1780899028.374002695,17.898455,108.218622,49.289393,16,235,1153,10,5,3,-0.755813953,0.625000000,56,594,538,325,5,BOTH,STRAIGHT,0,13,17,
535,535,1780899028.406892300,17.931345,108.116463,49.078018,16,236,1145,10,5,3,-0.766666667,0.626086957,60,594,534,327,7,BOTH,STRAIGHT,0,2,4,
536,536,1780899028.440696239,17.965149,107.856491,48.855567,16,235,1186,10,4,4,-0.767857143,0.611940299,61,597,536,329,9,BOTH,STRAIGHT,0,2,2,
537,537,1780899028.473859310,17.998312,107.506548,48.487271,16,235,1138,12,5,4,-0.766666667,0.627450980,63,597,534,330,10,BOTH,STRAIGHT,0,1,2,
538,538,1780899028.505526543,18.029979,107.253793,48.053255,16,235,1132,14,7,5,-0.764705882,0.625000000,66,600,534,333,13,BOTH,STRAIGHT,0,3,0,
539,539,1780899028.542367935,18.066820,106.851477,47.590650,16,235,1145,10,5,3,-0.659574468,0.627659574,48,602,554,325,5,BOTH,STRAIGHT,0,8,20,
540,540,1780899028.574228287,18.098681,106.700057,47.195114,16,236,1145,11,5,4,-0.676767677,0.644628099,50,602,552,326,6,BOTH,STRAIGHT,0,1,2,
541,541,1780899028.605308056,18.129761,106.449943,46.910016,16,235,1208,11,5,3,-0.702127660,0.647058824,69,604,535,336,16,BOTH,STRAIGHT,0,10,17,
542,542,1780899028.641663074,18.166116,106.336733,46.498151,16,235,1212,12,6,4,-0.731958763,0.644067797,73,605,532,339,19,BOTH,STRAIGHT,0,3,3,
543,543,1780899028.673381567,18.197834,106.261491,45.947401,21,235,1191,14,6,5,-0.750000000,0.640000000,78,608,530,343,23,BOTH,STRAIGHT,0,4,2,
544,544,1780899028.704258680,18.228711,106.120398,45.498726,16,235,1174,16,8,4,-0.722222222,0.646017699,77,610,533,343,23,BOTH,STRAIGHT,0,0,3,
545,545,1780899028.740398169,18.264851,106.079119,45.163651,16,236,1099,14,7,4,-0.677966102,0.648936170,71,609,538,340,20,BOTH,STRAIGHT,0,3,5,
546,546,1780899028.772632837,18.297085,105.674460,44.848407,16,235,1063,12,4,5,-0.735294118,0.649350649,72,608,536,340,20,BOTH,STRAIGHT,0,0,2,
547,547,1780899028.810050488,18.334503,105.677898,44.549710,16,236,1060,11,5,3,-0.724137931,0.588235294,71,633,562,352,32,BOTH,STRAIGHT,0,12,26,
548,548,1780899028.840138912,18.364591,105.965270,44.695005,16,235,1108,12,6,3,-0.726027397,0.649572650,73,606,533,339,19,BOTH,STRAIGHT,0,13,29,
549,549,1780899028.874241590,18.398694,106.008523,44.748851,16,235,1086,10,4,4,-0.725000000,0.644444444,75,607,532,341,21,BOTH,STRAIGHT,0,2,1,
550,550,1780899028.908988953,18.433441,106.399858,44.878721,16,236,1089,12,6,4,-0.720930233,0.626373626,74,607,533,340,20,BOTH,STRAIGHT,0,1,1,
551,551,1780899028.941261053,18.465714,106.366023,44.921989,16,235,1072,11,6,3,-0.740000000,0.580645161,74,631,557,352,32,BOTH,STRAIGHT,0,12,24,
552,552,1780899028.972300053,18.496753,106.389560,45.011548,16,235,1050,7,3,2,-0.727272727,0.646551724,73,608,535,340,20,BOTH,STRAIGHT,0,12,22,
553,553,1780899029.010865450,18.535318,106.600199,45.234037,16,235,1045,10,4,4,-0.743902439,0.623655914,73,610,537,341,21,BOTH,STRAIGHT,0,1,2,
554,554,1780899029.043056250,18.567509,106.610284,45.416705,16,235,1034,10,6,2,-0.744186047,0.646017699,73,611,538,342,22,BOTH,STRAIGHT,0,1,1,
555,555,1780899029.077996492,18.602449,107.738935,46.172241,16,235,979,10,5,4,-0.756944444,0.578947368,74,636,562,355,35,BOTH,STRAIGHT,0,13,24,
556,556,1780899029.110208035,18.634660,108.569446,46.640821,16,235,939,9,5,3,-0.750000000,0.642201835,73,610,537,341,21,BOTH,STRAIGHT,0,14,25,
557,557,1780899029.143977404,18.668430,109.822003,47.312619,16,236,933,10,4,5,-0.742857143,0.576923077,73,635,562,354,34,BOTH,STRAIGHT,0,13,25,
558,558,1780899029.177445889,18.701898,111.437159,47.907485,16,235,946,10,6,3,-0.751724138,0.641025641,73,607,534,340,20,BOTH,STRAIGHT,0,14,28,
559,559,1780899029.210135221,18.734588,112.861946,48.326963,16,236,944,10,6,3,-0.741379310,0.646551724,73,607,534,340,20,BOTH,STRAIGHT,0,0,0,
560,560,1780899029.245332241,18.769785,114.369020,48.931617,16,236,963,7,3,3,-0.754098361,0.649122807,74,606,532,340,20,BOTH,STRAIGHT,0,0,2,
561,561,1780899029.277414322,18.801867,115.625625,49.417384,16,236,957,7,3,3,-0.754545455,0.646551724,73,607,534,340,20,BOTH,STRAIGHT,0,0,2,
562,562,1780899029.309490681,18.833943,117.149972,50.042646,16,235,946,9,5,4,-0.725000000,0.644067797,72,606,534,339,19,BOTH,STRAIGHT,0,1,0,
563,563,1780899029.346283913,18.870736,118.110852,50.566913,16,236,935,6,3,3,-0.754545455,0.646551724,73,605,532,339,19,BOTH,STRAIGHT,0,0,2,
564,564,1780899029.378026962,18.902479,118.975952,50.896162,16,236,902,10,5,4,-0.704545455,0.642857143,70,605,535,337,17,BOTH,STRAIGHT,0,2,3,
565,565,1780899029.409230709,18.933683,119.389205,51.245979,16,235,929,10,5,4,-0.756097561,0.626506024,72,608,536,340,20,BOTH,STRAIGHT,0,3,1,
566,566,1780899029.444369793,18.968822,119.577372,51.505264,16,236,963,10,6,4,-0.739130435,0.627906977,72,607,535,339,19,BOTH,STRAIGHT,0,1,1,
567,567,1780899029.478681803,19.003134,119.699872,51.590934,16,235,961,10,4,6,-0.688888889,0.588235294,67,630,563,348,28,BOTH,STRAIGHT,0,9,28,
568,568,1780899029.513339043,19.037791,120.142457,51.674915,16,235,975,8,4,3,-0.653846154,0.649572650,62,605,543,333,13,BOTH,STRAIGHT,0,15,20,
569,569,1780899029.545639992,19.070092,120.680582,52.011982,16,235,1022,10,6,4,-0.758620690,0.585365854,73,628,555,350,30,BOTH,STRAIGHT,0,17,12,
570,570,1780899029.577549696,19.102002,120.878679,52.208852,16,236,1032,10,7,3,-0.709677419,0.644859813,70,604,534,337,17,BOTH,STRAIGHT,0,13,21,
571,571,1780899029.614024162,19.138477,121.006974,52.378659,16,236,1065,11,6,5,-0.733333333,0.638888889,72,604,532,338,18,BOTH,STRAIGHT,0,1,2,
572,572,1780899029.645463943,19.169916,120.817741,52.448512,16,236,1046,11,8,3,-0.753846154,0.623376623,73,606,533,339,19,BOTH,STRAIGHT,0,1,1,
573,573,1780899029.677303314,19.201756,120.225909,52.362495,16,235,1029,10,6,4,-0.728155340,0.626168224,71,606,535,338,18,BOTH,STRAIGHT,0,1,2,
574,574,1780899029.714595795,19.239048,120.028054,52.352461,16,236,1048,14,10,4,-0.742857143,0.625000000,71,607,536,339,19,BOTH,STRAIGHT,0,1,1,
575,575,1780899029.747254848,19.271707,119.859020,52.286446,16,236,1034,13,9,4,-0.754716981,0.623762376,71,608,537,339,19,BOTH,STRAIGHT,0,0,1,
576,576,1780899029.782510519,19.306963,119.654418,52.203217,16,236,1022,12,7,5,-0.752688172,0.607142857,69,610,541,339,19,BOTH,STRAIGHT,0,0,4,
577,577,1780899029.813333273,19.337786,119.888409,52.366629,16,236,1024,10,6,4,-0.753968254,0.612903226,71,610,539,340,20,BOTH,STRAIGHT,0,1,2,
578,578,1780899029.848363400,19.372816,119.879744,52.405167,16,236,1027,13,9,4,-0.725274725,0.625000000,68,607,539,337,17,BOTH,STRAIGHT,0,3,0,
579,579,1780899029.882412910,19.406865,120.450497,52.650466,16,236,1004,10,6,4,-0.765957447,0.625000000,71,606,535,338,18,BOTH,STRAIGHT,0,1,4,
580,580,1780899029.913568735,19.438021,120.672287,52.828295,16,236,1017,10,6,4,-0.739130435,0.623762376,70,604,534,337,17,BOTH,STRAIGHT,0,1,1,
581,581,1780899029.945152760,19.469605,120.975938,53.056067,16,236,971,8,4,4,-0.753731343,0.623931624,71,604,533,337,17,BOTH,STRAIGHT,0,0,1,
582,582,1780899029.982679129,19.507132,121.269460,53.304376,16,236,967,8,5,3,-0.753731343,0.576470588,71,628,557,349,29,BOTH,STRAIGHT,0,12,24,
583,583,1780899030.012532949,19.536985,121.417997,53.457762,16,236,923,6,3,3,-0.755395683,0.623853211,71,603,532,337,17,BOTH,STRAIGHT,0,12,25,
584,584,1780899030.047992706,19.572445,121.921321,53.734005,16,236,925,6,2,4,-0.753521127,0.560000000,71,628,557,349,29,BOTH,STRAIGHT,0,12,25,
585,585,1780899030.080459118,19.604912,122.107386,53.885590,16,236,865,7,3,4,-0.742857143,0.623762376,69,602,533,335,15,BOTH,STRAIGHT,0,14,24,
586,586,1780899030.114436388,19.638889,122.460384,54.101643,16,236,835,9,3,6,-0.753623188,0.630434783,68,601,533,334,14,BOTH,STRAIGHT,0,1,0,
587,587,1780899030.150989771,19.675442,122.805810,54.411946,16,236,780,5,3,2,-0.712328767,0.624000000,67,602,535,334,14,BOTH,STRAIGHT,0,0,2,
588,588,1780899030.183075428,19.707528,122.804403,54.433458,16,236,730,9,4,5,-0.745098039,0.623853211,68,603,535,335,15,BOTH,STRAIGHT,0,1,0,
589,589,1780899030.218004227,19.742457,122.585057,54.368778,16,236,705,8,3,5,-0.754237288,0.608695652,67,605,538,336,16,BOTH,STRAIGHT,0,1,3,
590,590,1780899030.250265837,19.774718,122.559645,54.386197,16,235,694,8,3,5,-0.756521739,0.623853211,66,601,535,333,13,BOTH,STRAIGHT,0,3,3,
591,591,1780899030.283256769,19.807709,122.881278,54.826376,16,236,703,8,4,4,-0.733333333,0.627118644,68,599,531,333,13,BOTH,STRAIGHT,0,0,4,
592,592,1780899030.317445755,19.841898,122.996364,54.992699,16,236,701,6,3,3,-0.732673267,0.623762376,67,600,533,333,13,BOTH,STRAIGHT,0,0,2,
